,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,threshold
88,1.0,5.0,98.0,108550.0,113000.0,401.0,1130.0,96.06194690265487,14.33628318584071,162.0,0.56
93,1.0,5.0,99.0,104900.0,111900.0,401.0,1119.0,93.7444146559428,14.298480786416443,160.0,0.56
98,1.0,5.0,100.0,108120.0,111100.0,401.0,1111.0,97.31773177317731,14.581458145814583,162.0,0.56
103,1.0,5.0,101.0,101090.0,109700.0,401.0,1097.0,92.15132178669097,14.038286235186872,154.0,0.56
108,1.0,5.0,102.0,94940.0,103500.0,401.0,1035.0,91.72946859903381,14.009661835748794,145.0,0.56
113,1.0,5.0,103.0,96830.0,102500.0,401.0,1025.0,94.46829268292683,14.536585365853657,149.0,0.56
118,1.0,5.0,104.0,89160.0,98700.0,401.0,987.0,90.33434650455928,14.184397163120568,140.0,0.56
123,1.0,5.0,105.0,91490.0,97500.0,401.0,975.0,93.83589743589744,14.564102564102562,142.0,0.56
128,1.0,5.0,106.0,85740.0,92400.0,401.0,924.0,92.79220779220779,14.71861471861472,136.0,0.56
133,1.0,5.0,107.0,85660.0,91200.0,401.0,912.0,93.92543859649123,14.692982456140353,134.0,0.56
138,1.0,5.0,108.0,80280.0,86200.0,401.0,862.0,93.1322505800464,15.081206496519723,130.0,0.56
143,1.0,5.0,109.0,81150.0,82400.0,401.0,824.0,98.48300970873787,15.53398058252427,128.0,0.56
148,1.0,5.0,110.0,77290.0,84200.0,401.0,842.0,91.79334916864607,14.608076009501186,123.0,0.56
153,1.0,5.0,111.0,72190.0,81500.0,401.0,815.0,88.57668711656441,14.60122699386503,119.0,0.56
158,1.0,5.0,112.0,70840.0,77200.0,401.0,772.0,91.76165803108807,15.155440414507773,117.0,0.56
163,1.0,5.0,113.0,64630.0,73600.0,401.0,736.0,87.8125,14.945652173913043,110.0,0.56
168,1.0,5.0,114.0,64130.0,71700.0,401.0,717.0,89.442119944212,15.062761506276152,108.0,0.56
173,1.0,5.0,115.0,63870.0,68500.0,401.0,685.0,93.24087591240875,15.62043795620438,107.0,0.56
178,1.0,5.0,116.0,57990.0,65900.0,401.0,659.0,87.99696509863429,15.174506828528072,100.0,0.56
183,1.0,5.0,117.0,54040.0,62000.0,401.0,620.0,87.16129032258064,15.645161290322582,97.0,0.56
188,1.0,5.0,118.0,49670.0,57600.0,401.0,576.0,86.23263888888889,15.79861111111111,91.0,0.56
193,1.0,5.0,119.0,48100.0,55700.0,401.0,557.0,86.35547576301616,15.798922800718133,88.0,0.56
198,1.0,5.0,120.0,46710.0,55500.0,401.0,555.0,84.16216216216216,15.675675675675677,87.0,0.56
203,1.0,5.0,121.0,44260.0,52800.0,401.0,528.0,83.82575757575758,15.530303030303031,82.0,0.56
208,1.0,5.0,122.0,40950.0,49300.0,401.0,493.0,83.06288032454361,15.618661257606492,77.0,0.56
213,1.0,5.0,123.0,40290.0,50700.0,401.0,507.0,79.46745562130178,14.990138067061142,76.0,0.56
218,1.0,5.0,124.0,40500.0,47300.0,401.0,473.0,85.62367864693447,16.0676532769556,76.0,0.56
223,1.0,5.0,125.0,34280.0,44800.0,401.0,448.0,76.51785714285714,15.401785714285715,69.0,0.56
228,1.0,5.0,126.0,35450.0,42800.0,401.0,428.0,82.82710280373831,16.121495327102803,69.0,0.56
233,1.0,5.0,127.0,35150.0,42100.0,401.0,421.0,83.4916864608076,16.389548693586697,69.0,0.56
238,1.0,5.0,128.0,32510.0,40700.0,401.0,407.0,79.87714987714988,15.970515970515969,65.0,0.56
243,1.0,5.0,129.0,31100.0,38400.0,401.0,384.0,80.98958333333334,16.145833333333336,62.0,0.56
248,1.0,5.0,130.0,27460.0,36000.0,401.0,360.0,76.27777777777777,15.833333333333332,57.0,0.56
253,1.0,5.0,131.0,27240.0,35300.0,401.0,353.0,77.1671388101983,16.147308781869686,57.0,0.56
258,1.0,5.0,132.0,26510.0,33100.0,401.0,331.0,80.09063444108762,16.314199395770395,54.0,0.56
263,1.0,5.0,133.0,25510.0,33300.0,401.0,333.0,76.6066066066066,15.915915915915916,53.0,0.56
268,1.0,5.0,134.0,19550.0,27800.0,401.0,278.0,70.32374100719424,14.748201438848922,41.0,0.56
273,1.0,5.0,135.0,20800.0,26800.0,401.0,268.0,77.61194029850746,16.044776119402986,43.0,0.56
278,1.0,5.0,136.0,21160.0,25900.0,401.0,259.0,81.69884169884169,16.602316602316602,43.0,0.56
283,1.0,5.0,137.0,18540.0,23600.0,401.0,236.0,78.5593220338983,16.52542372881356,39.0,0.56
288,1.0,5.0,138.0,17520.0,23200.0,401.0,232.0,75.51724137931033,15.948275862068966,37.0,0.56
293,1.0,5.0,139.0,17910.0,22600.0,401.0,226.0,79.24778761061947,16.371681415929203,37.0,0.56
298,1.0,5.0,140.0,16080.0,19400.0,401.0,194.0,82.88659793814433,17.010309278350515,33.0,0.56
303,1.0,5.0,141.0,14520.0,18600.0,401.0,186.0,78.06451612903226,15.591397849462366,29.0,0.56
308,1.0,5.0,142.0,12750.0,16400.0,401.0,164.0,77.7439024390244,15.853658536585366,26.0,0.56
313,1.0,5.0,143.0,15820.0,18500.0,401.0,185.0,85.51351351351352,17.2972972972973,32.0,0.56
318,1.0,5.0,144.0,14220.0,17100.0,401.0,171.0,83.15789473684211,17.543859649122805,30.0,0.56
323,1.0,5.0,145.0,11760.0,13700.0,401.0,137.0,85.83941605839416,17.51824817518248,24.0,0.56
328,1.0,5.0,146.0,12370.0,14700.0,401.0,147.0,84.14965986394559,17.006802721088434,25.0,0.56
333,1.0,5.0,147.0,12570.0,16700.0,401.0,167.0,75.26946107784431,15.568862275449103,26.0,0.56
338,1.0,5.0,148.0,11490.0,13900.0,401.0,139.0,82.66187050359713,17.26618705035971,24.0,0.56
343,1.0,5.0,149.0,7840.0,10500.0,401.0,105.0,74.66666666666667,15.238095238095239,16.0,0.56
348,1.0,5.0,150.0,8590.0,10200.0,401.0,102.0,84.2156862745098,16.666666666666664,17.0,0.56
353,1.0,5.0,151.0,8190.0,10400.0,401.0,104.0,78.75,16.346153846153847,17.0,0.56
358,1.0,5.0,152.0,5730.0,7300.0,401.0,73.0,78.4931506849315,16.43835616438356,12.0,0.56
4,1.0,5.0,81.0,143850.0,156300.0,401.0,1563.0,92.03454894433781,13.371721049264234,209.0,0.58
9,1.0,5.0,82.0,132840.0,148900.0,401.0,1489.0,89.21423774345199,13.163196776359973,196.0,0.58
14,1.0,5.0,83.0,134460.0,143300.0,401.0,1433.0,93.831123517097,13.677599441730633,196.0,0.58
19,1.0,5.0,84.0,129220.0,138500.0,401.0,1385.0,93.29963898916968,13.718411552346572,190.0,0.58
24,1.0,5.0,85.0,127640.0,135200.0,401.0,1352.0,94.40828402366864,13.979289940828401,189.0,0.58
29,1.0,5.0,86.0,124460.0,132800.0,401.0,1328.0,93.71987951807229,13.78012048192771,183.0,0.58
34,1.0,5.0,87.0,118810.0,126400.0,401.0,1264.0,93.99525316455696,13.924050632911392,176.0,0.58
39,1.0,5.0,88.0,120100.0,123500.0,401.0,1235.0,97.24696356275304,14.331983805668017,177.0,0.58
44,1.0,5.0,89.0,115730.0,119700.0,401.0,1197.0,96.68337510442774,14.202172096908939,170.0,0.58
49,1.0,5.0,90.0,105720.0,114100.0,401.0,1141.0,92.65556529360211,14.11042944785276,161.0,0.58
54,1.0,5.0,91.0,103890.0,108700.0,401.0,1087.0,95.57497700091996,14.443422263109476,157.0,0.58
59,1.0,5.0,92.0,101440.0,107600.0,401.0,1076.0,94.27509293680298,14.312267657992564,154.0,0.58
64,1.0,5.0,93.0,96640.0,102200.0,401.0,1022.0,94.55968688845401,14.481409001956946,148.0,0.58
69,1.0,5.0,94.0,95430.0,98100.0,401.0,981.0,97.2782874617737,14.984709480122325,147.0,0.58
74,1.0,5.0,95.0,91050.0,98000.0,401.0,980.0,92.90816326530611,14.285714285714285,140.0,0.58
79,1.0,5.0,96.0,90100.0,95500.0,401.0,955.0,94.34554973821989,14.45026178010471,138.0,0.58
84,1.0,5.0,97.0,86020.0,92800.0,401.0,928.0,92.69396551724138,14.655172413793101,136.0,0.58
89,1.0,5.0,98.0,84360.0,90500.0,401.0,905.0,93.21546961325967,14.696132596685082,133.0,0.58
94,1.0,5.0,99.0,82000.0,89500.0,401.0,895.0,91.62011173184358,14.18994413407821,127.0,0.58
99,1.0,5.0,100.0,79780.0,88000.0,401.0,880.0,90.6590909090909,14.431818181818182,127.0,0.58
104,1.0,5.0,101.0,80140.0,84400.0,401.0,844.0,94.95260663507109,15.04739336492891,127.0,0.58
109,1.0,5.0,102.0,74180.0,79100.0,401.0,791.0,93.78002528445006,14.917825537294563,118.0,0.58
114,1.0,5.0,103.0,69430.0,75600.0,401.0,756.0,91.83862433862434,15.079365079365079,114.0,0.58
119,1.0,5.0,104.0,66280.0,71600.0,401.0,716.0,92.56983240223464,15.502793296089385,111.0,0.58
124,1.0,5.0,105.0,65500.0,71200.0,401.0,712.0,91.99438202247191,15.44943820224719,110.0,0.58
129,1.0,5.0,106.0,63910.0,66600.0,401.0,666.0,95.96096096096096,16.216216216216218,108.0,0.58
134,1.0,5.0,107.0,57380.0,63000.0,401.0,630.0,91.07936507936508,15.714285714285714,99.0,0.58
139,1.0,5.0,108.0,55500.0,60000.0,401.0,600.0,92.5,16.0,96.0,0.58
144,1.0,5.0,109.0,51680.0,56500.0,401.0,565.0,91.46902654867257,16.10619469026549,91.0,0.58
149,1.0,5.0,110.0,49050.0,55200.0,401.0,552.0,88.8586956521739,15.760869565217392,87.0,0.58
154,1.0,5.0,111.0,45950.0,53800.0,401.0,538.0,85.40892193308551,15.613382899628252,84.0,0.58
159,1.0,5.0,112.0,44430.0,50100.0,401.0,501.0,88.68263473053892,16.16766467065868,81.0,0.58
164,1.0,5.0,113.0,40850.0,46000.0,401.0,460.0,88.80434782608695,16.08695652173913,74.0,0.58
169,1.0,5.0,114.0,37620.0,44300.0,401.0,443.0,84.92099322799098,15.80135440180587,70.0,0.58
174,1.0,5.0,115.0,33840.0,41300.0,401.0,413.0,81.93704600484261,16.222760290556902,67.0,0.58
179,1.0,5.0,116.0,32130.0,39800.0,401.0,398.0,80.7286432160804,16.331658291457288,65.0,0.58
184,1.0,5.0,117.0,29860.0,36700.0,401.0,367.0,81.3623978201635,16.348773841961854,60.0,0.58
189,1.0,5.0,118.0,26520.0,32200.0,401.0,322.0,82.36024844720497,16.77018633540373,54.0,0.58
194,1.0,5.0,119.0,23280.0,30600.0,401.0,306.0,76.07843137254902,16.013071895424837,49.0,0.58
199,1.0,5.0,120.0,25870.0,32800.0,401.0,328.0,78.8719512195122,16.463414634146343,54.0,0.58
204,1.0,5.0,121.0,23330.0,30000.0,401.0,300.0,77.76666666666667,16.666666666666664,50.0,0.58
209,1.0,5.0,122.0,23630.0,28100.0,401.0,281.0,84.09252669039145,17.793594306049823,50.0,0.58
214,1.0,5.0,123.0,23620.0,30300.0,401.0,303.0,77.95379537953795,16.17161716171617,49.0,0.58
219,1.0,5.0,124.0,21140.0,26100.0,401.0,261.0,80.99616858237549,16.85823754789272,44.0,0.58
224,1.0,5.0,125.0,19580.0,23600.0,401.0,236.0,82.96610169491525,16.94915254237288,40.0,0.58
229,1.0,5.0,126.0,16930.0,21900.0,401.0,219.0,77.30593607305936,16.43835616438356,36.0,0.58
234,1.0,5.0,127.0,16850.0,21500.0,401.0,215.0,78.37209302325581,16.27906976744186,35.0,0.58
239,1.0,5.0,128.0,15670.0,20700.0,401.0,207.0,75.70048309178745,15.942028985507244,33.0,0.58
244,1.0,5.0,129.0,13270.0,17600.0,401.0,176.0,75.39772727272728,15.340909090909092,27.0,0.58
249,1.0,5.0,130.0,12930.0,17000.0,401.0,170.0,76.05882352941177,15.88235294117647,27.0,0.58
254,1.0,5.0,131.0,11490.0,15600.0,401.0,156.0,73.65384615384616,15.384615384615385,24.0,0.58
259,1.0,5.0,132.0,12380.0,15000.0,401.0,150.0,82.53333333333333,16.666666666666664,25.0,0.58
264,1.0,5.0,133.0,11710.0,14500.0,401.0,145.0,80.75862068965517,16.551724137931036,24.0,0.58
269,1.0,5.0,134.0,8770.0,11600.0,401.0,116.0,75.60344827586208,15.517241379310345,18.0,0.58
274,1.0,5.0,135.0,8160.0,10400.0,401.0,104.0,78.46153846153847,16.346153846153847,17.0,0.58
279,1.0,5.0,136.0,7640.0,9600.0,401.0,96.0,79.58333333333333,16.666666666666664,16.0,0.58
284,1.0,5.0,137.0,7560.0,8800.0,401.0,88.0,85.9090909090909,18.181818181818183,16.0,0.58
289,1.0,5.0,138.0,6240.0,8200.0,401.0,82.0,76.09756097560975,17.073170731707318,14.0,0.58
294,1.0,5.0,139.0,3820.0,6300.0,401.0,63.0,60.63492063492063,14.285714285714285,9.0,0.58
299,1.0,5.0,140.0,5140.0,5600.0,401.0,56.0,91.78571428571428,19.642857142857142,11.0,0.58
304,1.0,5.0,141.0,1910.0,3700.0,401.0,37.0,51.621621621621614,13.513513513513514,5.0,0.58
309,1.0,5.0,142.0,2720.0,3600.0,401.0,36.0,75.55555555555556,19.444444444444446,7.0,0.58
314,1.0,5.0,143.0,3450.0,5300.0,401.0,53.0,65.09433962264151,15.09433962264151,8.0,0.58
319,1.0,5.0,144.0,2690.0,4400.0,401.0,44.0,61.13636363636363,15.909090909090908,7.0,0.58
324,1.0,5.0,145.0,1390.0,3400.0,401.0,34.0,40.88235294117647,11.76470588235294,4.0,0.58
329,1.0,5.0,146.0,1520.0,2800.0,401.0,28.0,54.285714285714285,14.285714285714285,4.0,0.58
334,1.0,5.0,147.0,2710.0,4400.0,401.0,44.0,61.59090909090909,15.909090909090908,7.0,0.58
339,1.0,5.0,148.0,700.0,2500.0,401.0,25.0,28.000000000000004,8.0,2.0,0.58
344,1.0,5.0,149.0,0.0,1100.0,401.0,11.0,0.0,0.0,0.0,0.58
349,1.0,5.0,150.0,350.0,1000.0,401.0,10.0,35.0,10.0,1.0,0.58
354,1.0,5.0,151.0,660.0,1200.0,401.0,12.0,55.00000000000001,16.666666666666664,2.0,0.58
359,1.0,5.0,152.0,0.0,600.0,401.0,6.0,0.0,0.0,0.0,0.58
360,1.0,7.0,81.0,252620.0,263500.0,401.0,2635.0,95.87096774193549,11.612903225806452,306.0,0.5
365,1.0,7.0,82.0,244520.0,256700.0,401.0,2567.0,95.25516166731593,11.68679392286716,300.0,0.5
370,1.0,7.0,83.0,241970.0,254400.0,401.0,2544.0,95.11399371069183,11.674528301886793,297.0,0.5
375,1.0,7.0,84.0,236810.0,249600.0,401.0,2496.0,94.87580128205128,11.778846153846153,294.0,0.5
380,1.0,7.0,85.0,231600.0,244300.0,401.0,2443.0,94.8014735980352,11.829717560376587,289.0,0.5
385,1.0,7.0,86.0,229180.0,246900.0,401.0,2469.0,92.8230052652896,11.66464155528554,288.0,0.5
390,1.0,7.0,87.0,225360.0,240100.0,401.0,2401.0,93.86089129529363,11.870054144106621,285.0,0.5
395,1.0,7.0,88.0,221290.0,237400.0,401.0,2374.0,93.2139848357203,11.920808761583825,283.0,0.5
400,1.0,7.0,89.0,221200.0,234200.0,401.0,2342.0,94.44918872758326,12.040990606319385,282.0,0.5
405,1.0,7.0,90.0,218370.0,229500.0,401.0,2295.0,95.15032679738562,12.156862745098039,279.0,0.5
410,1.0,7.0,91.0,211610.0,228200.0,401.0,2282.0,92.73006134969324,11.96319018404908,273.0,0.5
415,1.0,7.0,92.0,210780.0,227200.0,401.0,2272.0,92.77288732394366,12.015845070422536,273.0,0.5
420,1.0,7.0,93.0,201830.0,219700.0,401.0,2197.0,91.86618115612198,12.107419208010924,266.0,0.5
425,1.0,7.0,94.0,197150.0,217000.0,401.0,2170.0,90.85253456221199,12.119815668202765,263.0,0.5
430,1.0,7.0,95.0,189010.0,211200.0,401.0,2112.0,89.4933712121212,12.073863636363637,255.0,0.5
435,1.0,7.0,96.0,188060.0,205400.0,401.0,2054.0,91.55793573515093,12.4634858812074,256.0,0.5
440,1.0,7.0,97.0,190300.0,203200.0,401.0,2032.0,93.6515748031496,12.598425196850393,256.0,0.5
445,1.0,7.0,98.0,180350.0,198800.0,401.0,1988.0,90.71931589537223,12.525150905432595,249.0,0.5
450,1.0,7.0,99.0,179980.0,195900.0,401.0,1959.0,91.87340479836651,12.506380806533945,245.0,0.5
455,1.0,7.0,100.0,180220.0,196400.0,401.0,1964.0,91.76171079429736,12.474541751527495,245.0,0.5
460,1.0,7.0,101.0,176560.0,192700.0,401.0,1927.0,91.62428645563051,12.662169174883239,244.0,0.5
465,1.0,7.0,102.0,177550.0,190200.0,401.0,1902.0,93.34910620399579,12.88117770767613,245.0,0.5
470,1.0,7.0,103.0,167860.0,185100.0,401.0,1851.0,90.68611561318207,12.695840086439764,235.0,0.5
475,1.0,7.0,104.0,160030.0,179200.0,401.0,1792.0,89.30245535714286,12.667410714285715,227.0,0.5
480,1.0,7.0,105.0,161650.0,177800.0,401.0,1778.0,90.91676040494939,12.823397075365579,228.0,0.5
485,1.0,7.0,106.0,156840.0,174700.0,401.0,1747.0,89.77676016027476,12.879221522610191,225.0,0.5
490,1.0,7.0,107.0,161690.0,174400.0,401.0,1744.0,92.71215596330276,13.073394495412844,228.0,0.5
495,1.0,7.0,108.0,155820.0,168400.0,401.0,1684.0,92.52969121140143,13.123515439429928,221.0,0.5
500,1.0,7.0,109.0,151120.0,165700.0,401.0,1657.0,91.2009656004828,13.095956547978274,217.0,0.5
505,1.0,7.0,110.0,148320.0,164100.0,401.0,1641.0,90.38391224862889,13.040828762949422,214.0,0.5
510,1.0,7.0,111.0,140160.0,157900.0,401.0,1579.0,88.76504116529449,12.982900569981002,205.0,0.5
515,1.0,7.0,112.0,141520.0,157700.0,401.0,1577.0,89.74001268230818,13.126188966391883,207.0,0.5
520,1.0,7.0,113.0,142470.0,155400.0,401.0,1554.0,91.67953667953668,13.320463320463322,207.0,0.5
525,1.0,7.0,114.0,142570.0,154700.0,401.0,1547.0,92.15901745313509,13.380736910148675,207.0,0.5
530,1.0,7.0,115.0,140700.0,151800.0,401.0,1518.0,92.68774703557312,13.504611330698287,205.0,0.5
535,1.0,7.0,116.0,132070.0,148300.0,401.0,1483.0,89.055967633176,13.081591368846931,194.0,0.5
540,1.0,7.0,117.0,137730.0,146500.0,401.0,1465.0,94.01365187713311,13.651877133105803,200.0,0.5
545,1.0,7.0,118.0,132120.0,142700.0,401.0,1427.0,92.58584442887175,13.594954449894884,194.0,0.5
550,1.0,7.0,119.0,131800.0,139700.0,401.0,1397.0,94.34502505368647,13.886900501073729,194.0,0.5
555,1.0,7.0,120.0,128960.0,138700.0,401.0,1387.0,92.9776496034607,13.77072819033886,191.0,0.5
560,1.0,7.0,121.0,125320.0,134000.0,401.0,1340.0,93.52238805970148,13.880597014925373,186.0,0.5
565,1.0,7.0,122.0,123650.0,130700.0,401.0,1307.0,94.60596786534047,14.07804131599082,184.0,0.5
570,1.0,7.0,123.0,124060.0,131200.0,401.0,1312.0,94.5579268292683,13.948170731707318,183.0,0.5
575,1.0,7.0,124.0,119520.0,129300.0,401.0,1293.0,92.43619489559165,13.843774168600154,179.0,0.5
580,1.0,7.0,125.0,117330.0,126500.0,401.0,1265.0,92.75098814229248,13.91304347826087,176.0,0.5
585,1.0,7.0,126.0,114700.0,124700.0,401.0,1247.0,91.98075380914193,13.953488372093023,174.0,0.5
590,1.0,7.0,127.0,113410.0,122200.0,401.0,1222.0,92.80687397708675,13.993453355155482,171.0,0.5
595,1.0,7.0,128.0,109430.0,118900.0,401.0,1189.0,92.03532380151388,14.129520605550884,168.0,0.5
600,1.0,7.0,129.0,108790.0,117100.0,401.0,1171.0,92.90350128095645,14.26131511528608,167.0,0.5
605,1.0,7.0,130.0,107480.0,114300.0,401.0,1143.0,94.03324584426946,14.435695538057743,165.0,0.5
610,1.0,7.0,131.0,106290.0,112200.0,401.0,1122.0,94.7326203208556,14.616755793226382,164.0,0.5
615,1.0,7.0,132.0,104820.0,109300.0,401.0,1093.0,95.90118938700823,14.821591948764867,162.0,0.5
620,1.0,7.0,133.0,103740.0,108800.0,401.0,1088.0,95.34926470588235,14.705882352941178,160.0,0.5
625,1.0,7.0,134.0,103620.0,106400.0,401.0,1064.0,97.38721804511277,15.037593984962406,160.0,0.5
630,1.0,7.0,135.0,101190.0,105400.0,401.0,1054.0,96.0056925996205,14.800759013282732,156.0,0.5
635,1.0,7.0,136.0,96200.0,100400.0,401.0,1004.0,95.81673306772909,14.940239043824702,150.0,0.5
640,1.0,7.0,137.0,95360.0,99600.0,401.0,996.0,95.7429718875502,15.060240963855422,150.0,0.5
645,1.0,7.0,138.0,94190.0,95500.0,401.0,955.0,98.6282722513089,15.392670157068064,147.0,0.5
650,1.0,7.0,139.0,95250.0,96400.0,401.0,964.0,98.80705394190872,15.24896265560166,147.0,0.5
655,1.0,7.0,140.0,93400.0,92500.0,401.0,925.0,100.97297297297297,15.675675675675677,145.0,0.5
660,1.0,7.0,141.0,90020.0,92700.0,401.0,927.0,97.10895361380798,15.318230852211434,142.0,0.5
665,1.0,7.0,142.0,89690.0,90300.0,401.0,903.0,99.32447397563676,15.503875968992247,140.0,0.5
670,1.0,7.0,143.0,90770.0,89600.0,401.0,896.0,101.30580357142858,15.848214285714285,142.0,0.5
675,1.0,7.0,144.0,87190.0,87800.0,401.0,878.0,99.30523917995444,15.489749430523919,136.0,0.5
680,1.0,7.0,145.0,86850.0,88100.0,401.0,881.0,98.58115777525539,15.550510783200908,137.0,0.5
685,1.0,7.0,146.0,86140.0,88100.0,401.0,881.0,97.77525539160045,15.43700340522134,136.0,0.5
690,1.0,7.0,147.0,83010.0,85700.0,401.0,857.0,96.86114352392066,15.402567094515755,132.0,0.5
695,1.0,7.0,148.0,80090.0,84700.0,401.0,847.0,94.55726092089728,15.11216056670602,128.0,0.5
700,1.0,7.0,149.0,83170.0,83700.0,401.0,837.0,99.36678614097968,15.890083632019117,133.0,0.5
705,1.0,7.0,150.0,84080.0,81900.0,401.0,819.0,102.66178266178265,16.117216117216117,132.0,0.5
710,1.0,7.0,151.0,75750.0,78900.0,401.0,789.0,96.00760456273764,15.335868187579212,121.0,0.5
715,1.0,7.0,152.0,77140.0,77000.0,401.0,770.0,100.18181818181817,15.974025974025974,123.0,0.5
361,1.0,7.0,81.0,229960.0,240600.0,401.0,2406.0,95.57772236076475,11.928512053200333,287.0,0.52
366,1.0,7.0,82.0,217060.0,231900.0,401.0,2319.0,93.60068995256576,11.987925830099181,278.0,0.52
371,1.0,7.0,83.0,209590.0,229600.0,401.0,2296.0,91.28484320557492,11.890243902439025,273.0,0.52
376,1.0,7.0,84.0,211580.0,226900.0,401.0,2269.0,93.2481269281622,12.031732040546496,273.0,0.52
381,1.0,7.0,85.0,206610.0,220400.0,401.0,2204.0,93.7431941923775,12.20508166969147,269.0,0.52
386,1.0,7.0,86.0,207790.0,221800.0,401.0,2218.0,93.68349864743011,12.218214607754733,271.0,0.52
391,1.0,7.0,87.0,198810.0,214700.0,401.0,2147.0,92.59897531439218,12.24965067536097,263.0,0.52
396,1.0,7.0,88.0,194030.0,211100.0,401.0,2111.0,91.91378493604927,12.22169587873046,258.0,0.52
401,1.0,7.0,89.0,190870.0,208200.0,401.0,2082.0,91.67627281460135,12.199807877041307,254.0,0.52
406,1.0,7.0,90.0,183780.0,204200.0,401.0,2042.0,90.0,12.29187071498531,251.0,0.52
411,1.0,7.0,91.0,182910.0,201400.0,401.0,2014.0,90.81926514399206,12.264150943396226,247.0,0.52
416,1.0,7.0,92.0,184010.0,202700.0,401.0,2027.0,90.77947705969413,12.432165762210163,252.0,0.52
421,1.0,7.0,93.0,181640.0,192500.0,401.0,1925.0,94.35844155844157,12.883116883116882,248.0,0.52
426,1.0,7.0,94.0,177730.0,190600.0,401.0,1906.0,93.2476390346275,12.749213011542498,243.0,0.52
431,1.0,7.0,95.0,171900.0,184900.0,401.0,1849.0,92.96917252568956,12.871822606814495,238.0,0.52
436,1.0,7.0,96.0,163040.0,178700.0,401.0,1787.0,91.23670956911025,12.81477336317851,229.0,0.52
441,1.0,7.0,97.0,159130.0,175100.0,401.0,1751.0,90.87949743003998,12.906910336950315,226.0,0.52
446,1.0,7.0,98.0,159980.0,174000.0,401.0,1740.0,91.94252873563218,13.045977011494253,227.0,0.52
451,1.0,7.0,99.0,155960.0,171200.0,401.0,1712.0,91.09813084112149,12.967289719626168,222.0,0.52
456,1.0,7.0,100.0,154830.0,170900.0,401.0,1709.0,90.5968402574605,12.990052662375659,222.0,0.52
461,1.0,7.0,101.0,145360.0,166000.0,401.0,1660.0,87.56626506024097,12.710843373493978,211.0,0.52
466,1.0,7.0,102.0,148120.0,163800.0,401.0,1638.0,90.42735042735043,13.064713064713066,214.0,0.52
471,1.0,7.0,103.0,149440.0,160400.0,401.0,1604.0,93.16708229426433,13.403990024937656,215.0,0.52
476,1.0,7.0,104.0,139780.0,152700.0,401.0,1527.0,91.53896529142108,13.294040602488538,203.0,0.52
481,1.0,7.0,105.0,140180.0,152600.0,401.0,1526.0,91.8610747051114,13.368283093053734,204.0,0.52
486,1.0,7.0,106.0,139070.0,150700.0,401.0,1507.0,92.28268082282682,13.470471134704711,203.0,0.52
491,1.0,7.0,107.0,137760.0,148600.0,401.0,1486.0,92.70524899057874,13.526244952893673,201.0,0.52
496,1.0,7.0,108.0,131480.0,142800.0,401.0,1428.0,92.07282913165265,13.585434173669467,194.0,0.52
501,1.0,7.0,109.0,130850.0,141900.0,401.0,1419.0,92.21282593375616,13.530655391120508,192.0,0.52
506,1.0,7.0,110.0,127420.0,138600.0,401.0,1386.0,91.93362193362194,13.564213564213565,188.0,0.52
511,1.0,7.0,111.0,126170.0,135100.0,401.0,1351.0,93.3900814211695,13.84159881569208,187.0,0.52
516,1.0,7.0,112.0,126370.0,133000.0,401.0,1330.0,95.01503759398496,14.06015037593985,187.0,0.52
521,1.0,7.0,113.0,123430.0,129800.0,401.0,1298.0,95.0924499229584,14.175654853620955,184.0,0.52
526,1.0,7.0,114.0,121290.0,128600.0,401.0,1286.0,94.31570762052877,14.074650077760499,181.0,0.52
531,1.0,7.0,115.0,117840.0,126500.0,401.0,1265.0,93.15415019762845,13.91304347826087,176.0,0.52
536,1.0,7.0,116.0,118650.0,124300.0,401.0,1243.0,95.45454545454545,14.15929203539823,176.0,0.52
541,1.0,7.0,117.0,114060.0,120700.0,401.0,1207.0,94.49875724937863,14.167357083678542,171.0,0.52
546,1.0,7.0,118.0,114950.0,118800.0,401.0,1188.0,96.75925925925925,14.562289562289562,173.0,0.52
551,1.0,7.0,119.0,110120.0,115800.0,401.0,1158.0,95.09499136442142,14.248704663212436,165.0,0.52
556,1.0,7.0,120.0,105930.0,114300.0,401.0,1143.0,92.6771653543307,14.260717410323709,163.0,0.52
561,1.0,7.0,121.0,104710.0,110900.0,401.0,1109.0,94.41839495040577,14.517583408476103,161.0,0.52
566,1.0,7.0,122.0,102070.0,108200.0,401.0,1082.0,94.33456561922367,14.602587800369685,158.0,0.52
571,1.0,7.0,123.0,102570.0,107200.0,401.0,1072.0,95.68097014925372,14.738805970149254,158.0,0.52
