,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,threshold
10903,16.0,5.0,101.0,61180.0,76000.0,42.0,760.0,80.5,2.368421052631579,18.0,0.56
10908,16.0,5.0,102.0,49450.0,68700.0,42.0,687.0,71.97962154294032,2.1834061135371177,15.0,0.56
10913,16.0,5.0,103.0,57330.0,65500.0,42.0,655.0,87.52671755725191,2.595419847328244,17.0,0.56
10918,16.0,5.0,104.0,45730.0,61900.0,42.0,619.0,73.8772213247173,2.5848142164781907,16.0,0.56
10923,16.0,5.0,105.0,50200.0,63300.0,42.0,633.0,79.30489731437599,2.527646129541864,16.0,0.56
10928,16.0,5.0,106.0,45800.0,57700.0,42.0,577.0,79.37608318890814,2.5996533795493932,15.0,0.56
10933,16.0,5.0,107.0,49450.0,59400.0,42.0,594.0,83.24915824915826,2.525252525252525,15.0,0.56
10938,16.0,5.0,108.0,57330.0,55000.0,42.0,550.0,104.23636363636363,3.090909090909091,17.0,0.56
10943,16.0,5.0,109.0,47340.0,52100.0,42.0,521.0,90.8637236084453,2.6871401151631478,14.0,0.56
10948,16.0,5.0,110.0,48490.0,53500.0,42.0,535.0,90.6355140186916,2.803738317757009,15.0,0.56
10953,16.0,5.0,111.0,39420.0,48100.0,42.0,481.0,81.95426195426195,3.118503118503119,15.0,0.56
10958,16.0,5.0,112.0,34850.0,43200.0,42.0,432.0,80.67129629629629,2.7777777777777777,12.0,0.56
10963,16.0,5.0,113.0,32030.0,40600.0,42.0,406.0,78.89162561576354,2.955665024630542,12.0,0.56
10968,16.0,5.0,114.0,31070.0,41500.0,42.0,415.0,74.86746987951807,2.891566265060241,12.0,0.56
10973,16.0,5.0,115.0,31070.0,35700.0,42.0,357.0,87.03081232492997,3.361344537815126,12.0,0.56
10978,16.0,5.0,116.0,33180.0,37500.0,42.0,375.0,88.48,3.4666666666666663,13.0,0.56
10983,16.0,5.0,117.0,24940.0,34100.0,42.0,341.0,73.13782991202345,3.519061583577713,12.0,0.56
10988,16.0,5.0,118.0,24190.0,31300.0,42.0,313.0,77.28434504792332,3.5143769968051117,11.0,0.56
10993,16.0,5.0,119.0,18180.0,31200.0,42.0,312.0,58.269230769230774,2.8846153846153846,9.0,0.56
10998,16.0,5.0,120.0,23230.0,29700.0,42.0,297.0,78.21548821548822,3.7037037037037033,11.0,0.56
11003,16.0,5.0,121.0,22480.0,28600.0,42.0,286.0,78.6013986013986,3.4965034965034967,10.0,0.56
11008,16.0,5.0,122.0,31070.0,28500.0,42.0,285.0,109.01754385964912,4.2105263157894735,12.0,0.56
11013,16.0,5.0,123.0,22480.0,27800.0,42.0,278.0,80.86330935251799,3.597122302158273,10.0,0.56
11018,16.0,5.0,124.0,24940.0,26600.0,42.0,266.0,93.75939849624059,4.511278195488721,12.0,0.56
11023,16.0,5.0,125.0,28480.0,26900.0,42.0,269.0,105.87360594795538,4.4609665427509295,12.0,0.56
11028,16.0,5.0,126.0,19890.0,27500.0,42.0,275.0,72.32727272727273,3.6363636363636362,10.0,0.56
11033,16.0,5.0,127.0,26770.0,25700.0,42.0,257.0,104.16342412451363,4.280155642023346,11.0,0.56
11038,16.0,5.0,128.0,18930.0,25300.0,42.0,253.0,74.82213438735178,3.9525691699604746,10.0,0.56
11043,16.0,5.0,129.0,26770.0,25500.0,42.0,255.0,104.98039215686275,4.313725490196078,11.0,0.56
11048,16.0,5.0,130.0,24350.0,24300.0,42.0,243.0,100.20576131687243,4.11522633744856,10.0,0.56
11053,16.0,5.0,131.0,18180.0,22900.0,42.0,229.0,79.38864628820961,3.9301310043668125,9.0,0.56
11058,16.0,5.0,132.0,15420.0,21500.0,42.0,215.0,71.72093023255815,3.7209302325581395,8.0,0.56
11063,16.0,5.0,133.0,15870.0,21200.0,42.0,212.0,74.85849056603774,3.7735849056603774,8.0,0.56
11068,16.0,5.0,134.0,18930.0,18700.0,42.0,187.0,101.22994652406416,5.347593582887701,10.0,0.56
11073,16.0,5.0,135.0,16510.0,17800.0,42.0,178.0,92.75280898876404,5.056179775280898,9.0,0.56
11078,16.0,5.0,136.0,12390.0,17700.0,42.0,177.0,70.0,3.389830508474576,6.0,0.56
11083,16.0,5.0,137.0,13880.0,16800.0,42.0,168.0,82.61904761904762,4.166666666666666,7.0,0.56
11088,16.0,5.0,138.0,14630.0,17100.0,42.0,171.0,85.55555555555556,4.678362573099415,8.0,0.56
11093,16.0,5.0,139.0,15760.0,16100.0,42.0,161.0,97.88819875776397,4.968944099378882,8.0,0.56
11098,16.0,5.0,140.0,17640.0,15000.0,42.0,150.0,117.6,4.0,6.0,0.56
11103,16.0,5.0,141.0,20980.0,14900.0,42.0,149.0,140.80536912751677,5.369127516778524,8.0,0.56
11108,16.0,5.0,142.0,13140.0,13200.0,42.0,132.0,99.54545454545455,5.303030303030303,7.0,0.56
11113,16.0,5.0,143.0,8710.0,12400.0,42.0,124.0,70.24193548387096,3.225806451612903,4.0,0.56
11118,16.0,5.0,144.0,8710.0,11600.0,42.0,116.0,75.08620689655172,3.4482758620689653,4.0,0.56
11123,16.0,5.0,145.0,8710.0,9800.0,42.0,98.0,88.87755102040816,4.081632653061225,4.0,0.56
11128,16.0,5.0,146.0,8710.0,9400.0,42.0,94.0,92.65957446808511,4.25531914893617,4.0,0.56
11133,16.0,5.0,147.0,8710.0,9800.0,42.0,98.0,88.87755102040816,4.081632653061225,4.0,0.56
11138,16.0,5.0,148.0,8710.0,8500.0,42.0,85.0,102.47058823529412,4.705882352941177,4.0,0.56
11143,16.0,5.0,149.0,8710.0,8700.0,42.0,87.0,100.11494252873563,4.597701149425287,4.0,0.56
11148,16.0,5.0,150.0,8710.0,8200.0,42.0,82.0,106.21951219512195,4.878048780487805,4.0,0.56
11153,16.0,5.0,151.0,6400.0,7800.0,42.0,78.0,82.05128205128204,3.8461538461538463,3.0,0.56
11158,16.0,5.0,152.0,6400.0,8500.0,42.0,85.0,75.29411764705883,3.5294117647058822,3.0,0.56
10804,16.0,5.0,81.0,113430.0,128100.0,42.0,1281.0,88.5480093676815,2.029664324746292,26.0,0.58
10809,16.0,5.0,82.0,110730.0,125100.0,42.0,1251.0,88.51318944844124,2.0783373301358914,26.0,0.58
10814,16.0,5.0,83.0,109980.0,124600.0,42.0,1246.0,88.26645264847512,2.0064205457463884,25.0,0.58
10819,16.0,5.0,84.0,102620.0,117500.0,42.0,1175.0,87.33617021276596,1.9574468085106382,23.0,0.58
10824,16.0,5.0,85.0,97170.0,115600.0,42.0,1156.0,84.05709342560553,1.9896193771626298,23.0,0.58
10829,16.0,5.0,86.0,96740.0,108700.0,42.0,1087.0,88.99724011039558,2.02391904323827,22.0,0.58
10834,16.0,5.0,87.0,104300.0,106900.0,42.0,1069.0,97.56782039289055,2.245088868101029,24.0,0.58
10839,16.0,5.0,88.0,104300.0,103500.0,42.0,1035.0,100.77294685990339,2.318840579710145,24.0,0.58
10844,16.0,5.0,89.0,99450.0,94700.0,42.0,947.0,105.01583949313623,2.2175290390707496,21.0,0.58
10849,16.0,5.0,90.0,61180.0,88900.0,42.0,889.0,68.81889763779527,2.0247469066366706,18.0,0.58
10854,16.0,5.0,91.0,96520.0,88600.0,42.0,886.0,108.9390519187359,2.2573363431151243,20.0,0.58
10859,16.0,5.0,92.0,57500.0,86000.0,42.0,860.0,66.86046511627907,1.8604651162790697,16.0,0.58
10864,16.0,5.0,93.0,78870.0,78600.0,42.0,786.0,100.34351145038167,2.2900763358778624,18.0,0.58
10869,16.0,5.0,94.0,66270.0,79500.0,42.0,795.0,83.35849056603773,2.138364779874214,17.0,0.58
10874,16.0,5.0,95.0,55360.0,67600.0,42.0,676.0,81.89349112426035,2.366863905325444,16.0,0.58
10879,16.0,5.0,96.0,44920.0,65500.0,42.0,655.0,68.58015267175573,2.1374045801526718,14.0,0.58
10884,16.0,5.0,97.0,49350.0,60700.0,42.0,607.0,81.30148270181219,2.3064250411861615,14.0,0.58
10889,16.0,5.0,98.0,35430.0,59100.0,42.0,591.0,59.94923857868021,2.3688663282571913,14.0,0.58
10894,16.0,5.0,99.0,44920.0,58100.0,42.0,581.0,77.31497418244406,2.4096385542168677,14.0,0.58
10899,16.0,5.0,100.0,34140.0,52400.0,42.0,524.0,65.1526717557252,2.480916030534351,13.0,0.58
10904,16.0,5.0,101.0,43210.0,55100.0,42.0,551.0,78.42105263157895,2.35934664246824,13.0,0.58
10909,16.0,5.0,102.0,43210.0,48400.0,42.0,484.0,89.27685950413223,2.6859504132231407,13.0,0.58
10914,16.0,5.0,103.0,34850.0,44900.0,42.0,449.0,77.61692650334075,2.6726057906458798,12.0,0.58
10919,16.0,5.0,104.0,30320.0,42800.0,42.0,428.0,70.8411214953271,2.570093457943925,11.0,0.58
10924,16.0,5.0,105.0,36960.0,44800.0,42.0,448.0,82.5,2.9017857142857144,13.0,0.58
10929,16.0,5.0,106.0,28130.0,40800.0,42.0,408.0,68.94607843137254,2.696078431372549,11.0,0.58
10934,16.0,5.0,107.0,34850.0,40800.0,42.0,408.0,85.41666666666666,2.941176470588235,12.0,0.58
10939,16.0,5.0,108.0,36800.0,38200.0,42.0,382.0,96.33507853403141,2.8795811518324608,11.0,0.58
10944,16.0,5.0,109.0,30320.0,36700.0,42.0,367.0,82.6158038147139,2.997275204359673,11.0,0.58
10949,16.0,5.0,110.0,34850.0,36100.0,42.0,361.0,96.53739612188366,3.32409972299169,12.0,0.58
10954,16.0,5.0,111.0,26770.0,32300.0,42.0,323.0,82.87925696594426,3.4055727554179565,11.0,0.58
10959,16.0,5.0,112.0,26020.0,29700.0,42.0,297.0,87.60942760942761,3.3670033670033668,10.0,0.58
10964,16.0,5.0,113.0,26020.0,26800.0,42.0,268.0,97.08955223880596,3.731343283582089,10.0,0.58
10969,16.0,5.0,114.0,26770.0,27500.0,42.0,275.0,97.34545454545454,4.0,11.0,0.58
10974,16.0,5.0,115.0,18180.0,24000.0,42.0,240.0,75.75,3.75,9.0,0.58
10979,16.0,5.0,116.0,23600.0,25200.0,42.0,252.0,93.65079365079364,3.571428571428571,9.0,0.58
10984,16.0,5.0,117.0,13010.0,22000.0,42.0,220.0,59.13636363636363,2.727272727272727,6.0,0.58
10989,16.0,5.0,118.0,10590.0,20400.0,42.0,204.0,51.911764705882355,2.450980392156863,5.0,0.58
10994,16.0,5.0,119.0,18180.0,20400.0,42.0,204.0,89.11764705882354,4.411764705882353,9.0,0.58
10999,16.0,5.0,120.0,15600.0,19500.0,42.0,195.0,80.0,3.5897435897435894,7.0,0.58
11004,16.0,5.0,121.0,15600.0,18800.0,42.0,188.0,82.97872340425532,3.723404255319149,7.0,0.58
11009,16.0,5.0,122.0,13010.0,18700.0,42.0,187.0,69.57219251336898,3.2085561497326207,6.0,0.58
11014,16.0,5.0,123.0,17090.0,18200.0,42.0,182.0,93.9010989010989,4.395604395604396,8.0,0.58
11019,16.0,5.0,124.0,13760.0,18200.0,42.0,182.0,75.6043956043956,3.8461538461538463,7.0,0.58
11024,16.0,5.0,125.0,15250.0,17200.0,42.0,172.0,88.66279069767442,4.651162790697675,8.0,0.58
11029,16.0,5.0,126.0,18180.0,18000.0,42.0,180.0,101.0,5.0,9.0,0.58
11034,16.0,5.0,127.0,11680.0,16200.0,42.0,162.0,72.09876543209876,3.7037037037037033,6.0,0.58
11039,16.0,5.0,128.0,10590.0,16000.0,42.0,160.0,66.1875,3.125,5.0,0.58
11044,16.0,5.0,129.0,13010.0,15900.0,42.0,159.0,81.82389937106919,3.7735849056603774,6.0,0.58
11049,16.0,5.0,130.0,11960.0,15300.0,42.0,153.0,78.16993464052288,3.9215686274509802,6.0,0.58
11054,16.0,5.0,131.0,13710.0,13800.0,42.0,138.0,99.34782608695653,5.072463768115942,7.0,0.58
11059,16.0,5.0,132.0,8710.0,13100.0,42.0,131.0,66.48854961832062,3.0534351145038165,4.0,0.58
11064,16.0,5.0,133.0,8990.0,12800.0,42.0,128.0,70.234375,3.125,4.0,0.58
11069,16.0,5.0,134.0,9800.0,10300.0,42.0,103.0,95.14563106796116,4.854368932038835,5.0,0.58
11074,16.0,5.0,135.0,6400.0,9200.0,42.0,92.0,69.56521739130434,3.260869565217391,3.0,0.58
11079,16.0,5.0,136.0,6400.0,10000.0,42.0,100.0,64.0,3.0,3.0,0.58
11084,16.0,5.0,137.0,6400.0,9800.0,42.0,98.0,65.3061224489796,3.061224489795918,3.0,0.58
11089,16.0,5.0,138.0,11300.0,10400.0,42.0,104.0,108.65384615384615,4.807692307692308,5.0,0.58
11094,16.0,5.0,139.0,6400.0,8800.0,42.0,88.0,72.72727272727273,3.4090909090909087,3.0,0.58
11099,16.0,5.0,140.0,9800.0,8900.0,42.0,89.0,110.1123595505618,5.617977528089887,5.0,0.58
11104,16.0,5.0,141.0,10080.0,8200.0,42.0,82.0,122.92682926829268,6.097560975609756,5.0,0.58
11109,16.0,5.0,142.0,8990.0,6500.0,42.0,65.0,138.30769230769232,6.153846153846154,4.0,0.58
11114,16.0,5.0,143.0,6400.0,7300.0,42.0,73.0,87.67123287671232,4.10958904109589,3.0,0.58
11119,16.0,5.0,144.0,5210.0,6500.0,42.0,65.0,80.15384615384616,3.076923076923077,2.0,0.58
11124,16.0,5.0,145.0,5210.0,4800.0,42.0,48.0,108.54166666666667,4.166666666666666,2.0,0.58
11129,16.0,5.0,146.0,7520.0,5300.0,42.0,53.0,141.88679245283018,5.660377358490567,3.0,0.58
11134,16.0,5.0,147.0,5210.0,5500.0,42.0,55.0,94.72727272727272,3.6363636363636362,2.0,0.58
11139,16.0,5.0,148.0,8710.0,4500.0,42.0,45.0,193.55555555555554,8.88888888888889,4.0,0.58
11144,16.0,5.0,149.0,6400.0,4100.0,42.0,41.0,156.09756097560975,7.317073170731707,3.0,0.58
11149,16.0,5.0,150.0,6400.0,4700.0,42.0,47.0,136.17021276595744,6.382978723404255,3.0,0.58
11154,16.0,5.0,151.0,1420.0,4000.0,42.0,40.0,35.5,2.5,1.0,0.58
11159,16.0,5.0,152.0,6400.0,4400.0,42.0,44.0,145.45454545454547,6.8181818181818175,3.0,0.58
11160,16.0,7.0,81.0,215600.0,237000.0,42.0,2370.0,90.9704641350211,1.5611814345991561,37.0,0.5
11165,16.0,7.0,82.0,209830.0,234300.0,42.0,2343.0,89.55612462654716,1.579172001707213,37.0,0.5
11170,16.0,7.0,83.0,260090.0,237600.0,42.0,2376.0,109.46548821548821,1.6835016835016834,40.0,0.5
11175,16.0,7.0,84.0,255820.0,234300.0,42.0,2343.0,109.18480580452412,1.621852326077678,38.0,0.5
11180,16.0,7.0,85.0,201420.0,232600.0,42.0,2326.0,86.59501289767842,1.5477214101461736,36.0,0.5
11185,16.0,7.0,86.0,200230.0,220500.0,42.0,2205.0,90.80725623582767,1.5873015873015872,35.0,0.5
11190,16.0,7.0,87.0,204500.0,218400.0,42.0,2184.0,93.63553113553114,1.6941391941391941,37.0,0.5
11195,16.0,7.0,88.0,237460.0,220700.0,42.0,2207.0,107.59401903035794,1.6311735387403714,36.0,0.5
11200,16.0,7.0,89.0,194160.0,215700.0,42.0,2157.0,90.01390820584145,1.576263328697265,34.0,0.5
11205,16.0,7.0,90.0,195350.0,203900.0,42.0,2039.0,95.80676802354095,1.716527709661599,35.0,0.5
11210,16.0,7.0,91.0,188060.0,206700.0,42.0,2067.0,90.98209966134493,1.644895984518626,34.0,0.5
11215,16.0,7.0,92.0,194160.0,197400.0,42.0,1974.0,98.35866261398176,1.7223910840932117,34.0,0.5
11220,16.0,7.0,93.0,187760.0,185700.0,42.0,1857.0,101.10931610123856,1.7770597738287561,33.0,0.5
11225,16.0,7.0,94.0,194160.0,190500.0,42.0,1905.0,101.9212598425197,1.7847769028871392,34.0,0.5
11230,16.0,7.0,95.0,175190.0,178800.0,42.0,1788.0,97.98098434004474,1.7337807606263984,31.0,0.5
11235,16.0,7.0,96.0,176400.0,172900.0,42.0,1729.0,102.02429149797571,1.9086176980913823,33.0,0.5
11240,16.0,7.0,97.0,138530.0,168200.0,42.0,1682.0,82.3602853745541,1.9024970273483945,32.0,0.5
11245,16.0,7.0,98.0,184980.0,170700.0,42.0,1707.0,108.36555360281194,1.9332161687170473,33.0,0.5
11250,16.0,7.0,99.0,170770.0,169800.0,42.0,1698.0,100.57126030624264,1.884570082449941,32.0,0.5
11255,16.0,7.0,100.0,150190.0,158400.0,42.0,1584.0,94.8169191919192,2.083333333333333,33.0,0.5
11260,16.0,7.0,101.0,129050.0,155100.0,42.0,1551.0,83.20438426821406,1.9342359767891684,30.0,0.5
11265,16.0,7.0,102.0,133340.0,151900.0,42.0,1519.0,87.78143515470704,1.9749835418038184,30.0,0.5
11270,16.0,7.0,103.0,159610.0,147100.0,42.0,1471.0,108.50441876274644,1.9714479945615229,29.0,0.5
11275,16.0,7.0,104.0,151680.0,148800.0,42.0,1488.0,101.93548387096773,2.083333333333333,31.0,0.5
11280,16.0,7.0,105.0,128140.0,145300.0,42.0,1453.0,88.1899518238128,1.9958706125258088,29.0,0.5
11285,16.0,7.0,106.0,121740.0,140200.0,42.0,1402.0,86.83309557774608,1.9971469329529243,28.0,0.5
11290,16.0,7.0,107.0,118850.0,138900.0,42.0,1389.0,85.56515478761699,1.9438444924406046,27.0,0.5
11295,16.0,7.0,108.0,118810.0,131600.0,42.0,1316.0,90.28115501519757,2.0516717325227964,27.0,0.5
11300,16.0,7.0,109.0,130510.0,128600.0,42.0,1286.0,101.48522550544324,2.177293934681182,28.0,0.5
11305,16.0,7.0,110.0,126930.0,130800.0,42.0,1308.0,97.04128440366972,2.217125382262997,29.0,0.5
11310,16.0,7.0,111.0,131320.0,126600.0,42.0,1266.0,103.72827804107425,2.211690363349131,28.0,0.5
11315,16.0,7.0,112.0,124080.0,123800.0,42.0,1238.0,100.22617124394185,2.10016155088853,26.0,0.5
11320,16.0,7.0,113.0,130260.0,119300.0,42.0,1193.0,109.18692372170997,2.2632020117351215,27.0,0.5
11325,16.0,7.0,114.0,130510.0,117900.0,42.0,1179.0,110.69550466497031,2.374893977947413,28.0,0.5
11330,16.0,7.0,115.0,129900.0,112100.0,42.0,1121.0,115.87867975022301,2.4977698483496877,28.0,0.5
11335,16.0,7.0,116.0,118850.0,114100.0,42.0,1141.0,104.16301489921122,2.366345311130587,27.0,0.5
11340,16.0,7.0,117.0,91490.0,104900.0,42.0,1049.0,87.21639656816015,2.3832221163012393,25.0,0.5
11345,16.0,7.0,118.0,113270.0,104800.0,42.0,1048.0,108.08206106870229,2.385496183206107,25.0,0.5
11350,16.0,7.0,119.0,80880.0,105900.0,42.0,1059.0,76.37393767705383,2.1718602455146363,23.0,0.5
11355,16.0,7.0,120.0,89410.0,103000.0,42.0,1030.0,86.80582524271844,2.3300970873786406,24.0,0.5
11360,16.0,7.0,121.0,73650.0,100600.0,42.0,1006.0,73.2107355864811,2.0874751491053676,21.0,0.5
11365,16.0,7.0,122.0,90170.0,97600.0,42.0,976.0,92.38729508196721,2.2540983606557377,22.0,0.5
11370,16.0,7.0,123.0,83070.0,94900.0,42.0,949.0,87.53424657534246,2.3182297154899896,22.0,0.5
11375,16.0,7.0,124.0,75870.0,93600.0,42.0,936.0,81.0576923076923,2.2435897435897436,21.0,0.5
11380,16.0,7.0,125.0,83370.0,93800.0,42.0,938.0,88.88059701492537,2.345415778251599,22.0,0.5
11385,16.0,7.0,126.0,82260.0,92800.0,42.0,928.0,88.64224137931035,2.478448275862069,23.0,0.5
11390,16.0,7.0,127.0,65090.0,90400.0,42.0,904.0,72.00221238938053,2.2123893805309733,20.0,0.5
11395,16.0,7.0,128.0,70820.0,89800.0,42.0,898.0,78.8641425389755,2.338530066815145,21.0,0.5
11400,16.0,7.0,129.0,67450.0,86800.0,42.0,868.0,77.7073732718894,2.1889400921658986,19.0,0.5
11405,16.0,7.0,130.0,76240.0,86200.0,42.0,862.0,88.44547563805104,2.436194895591647,21.0,0.5
11410,16.0,7.0,131.0,52510.0,85200.0,42.0,852.0,61.63145539906103,2.112676056338028,18.0,0.5
11415,16.0,7.0,132.0,68740.0,79800.0,42.0,798.0,86.14035087719299,2.506265664160401,20.0,0.5
11420,16.0,7.0,133.0,62200.0,79900.0,42.0,799.0,77.84730913642053,2.3779724655819776,19.0,0.5
11425,16.0,7.0,134.0,51220.0,75400.0,42.0,754.0,67.93103448275862,2.2546419098143233,17.0,0.5
11430,16.0,7.0,135.0,38330.0,76200.0,42.0,762.0,50.30183727034121,1.968503937007874,15.0,0.5
11435,16.0,7.0,136.0,45730.0,73100.0,42.0,731.0,62.558139534883715,2.188782489740082,16.0,0.5
11440,16.0,7.0,137.0,46920.0,73500.0,42.0,735.0,63.83673469387755,2.1768707482993195,16.0,0.5
11445,16.0,7.0,138.0,39420.0,72400.0,42.0,724.0,54.44751381215469,2.071823204419889,15.0,0.5
11450,16.0,7.0,139.0,57530.0,69100.0,42.0,691.0,83.2561505065123,2.6049204052098407,18.0,0.5
11455,16.0,7.0,140.0,49110.0,70300.0,42.0,703.0,69.85775248933143,2.275960170697013,16.0,0.5
11460,16.0,7.0,141.0,37310.0,66700.0,42.0,667.0,55.93703148425787,2.0989505247376314,14.0,0.5
11465,16.0,7.0,142.0,37310.0,63100.0,42.0,631.0,59.128367670364504,2.218700475435816,14.0,0.5
11470,16.0,7.0,143.0,32780.0,60800.0,42.0,608.0,53.91447368421053,2.138157894736842,13.0,0.5
11475,16.0,7.0,144.0,32780.0,60900.0,42.0,609.0,53.825944170771756,2.134646962233169,13.0,0.5
11480,16.0,7.0,145.0,39320.0,58200.0,42.0,582.0,67.56013745704468,2.405498281786942,14.0,0.5
11485,16.0,7.0,146.0,32780.0,57200.0,42.0,572.0,57.30769230769231,2.272727272727273,13.0,0.5
11490,16.0,7.0,147.0,32780.0,54800.0,42.0,548.0,59.81751824817518,2.3722627737226274,13.0,0.5
11495,16.0,7.0,148.0,32780.0,51500.0,42.0,515.0,63.6504854368932,2.524271844660194,13.0,0.5
11500,16.0,7.0,149.0,30360.0,48000.0,42.0,480.0,63.24999999999999,2.5,12.0,0.5
11505,16.0,7.0,150.0,28480.0,52000.0,42.0,520.0,54.769230769230774,2.307692307692308,12.0,0.5
11510,16.0,7.0,151.0,32780.0,50700.0,42.0,507.0,64.65483234714003,2.564102564102564,13.0,0.5
11515,16.0,7.0,152.0,32600.0,51000.0,42.0,510.0,63.921568627450974,2.3529411764705883,12.0,0.5
11161,16.0,7.0,81.0,188570.0,207300.0,42.0,2073.0,90.9647853352629,1.6401350699469366,34.0,0.52
11166,16.0,7.0,82.0,173320.0,205700.0,42.0,2057.0,84.2586290714633,1.5556635877491491,32.0,0.52
11171,16.0,7.0,83.0,194160.0,207600.0,42.0,2076.0,93.52601156069365,1.6377649325626205,34.0,0.52
11176,16.0,7.0,84.0,178580.0,203700.0,42.0,2037.0,87.66813942071674,1.5709376534118802,32.0,0.52
11181,16.0,7.0,85.0,185840.0,201800.0,42.0,2018.0,92.09117938553022,1.6848364717542121,34.0,0.52
11186,16.0,7.0,86.0,184980.0,190800.0,42.0,1908.0,96.9496855345912,1.729559748427673,33.0,0.52
11191,16.0,7.0,87.0,184980.0,189700.0,42.0,1897.0,97.51186083289404,1.7395888244596729,33.0,0.52
11196,16.0,7.0,88.0,194160.0,191000.0,42.0,1910.0,101.6544502617801,1.780104712041885,34.0,0.52
11201,16.0,7.0,89.0,194160.0,186300.0,42.0,1863.0,104.21900161030595,1.8250134192163179,34.0,0.52
11206,16.0,7.0,90.0,184980.0,176100.0,42.0,1761.0,105.04258943781942,1.8739352640545146,33.0,0.52
11211,16.0,7.0,91.0,188060.0,175600.0,42.0,1756.0,107.09567198177676,1.9362186788154898,34.0,0.52
11216,16.0,7.0,92.0,184980.0,166700.0,42.0,1667.0,110.96580683863226,1.9796040791841631,33.0,0.52
11221,16.0,7.0,93.0,178580.0,160000.0,42.0,1600.0,111.6125,2.0,32.0,0.52
11226,16.0,7.0,94.0,170470.0,162900.0,42.0,1629.0,104.64702271332105,1.9030079803560467,31.0,0.52
11231,16.0,7.0,95.0,121740.0,150500.0,42.0,1505.0,80.89036544850498,1.8604651162790697,28.0,0.52
11236,16.0,7.0,96.0,117840.0,146300.0,42.0,1463.0,80.54682159945318,1.845522898154477,27.0,0.52
11241,16.0,7.0,97.0,123420.0,143500.0,42.0,1435.0,86.00696864111498,2.0209059233449476,29.0,0.52
11246,16.0,7.0,98.0,123420.0,145700.0,42.0,1457.0,84.70830473575842,1.990391214824983,29.0,0.52
11251,16.0,7.0,99.0,123420.0,142000.0,42.0,1420.0,86.91549295774648,2.0422535211267605,29.0,0.52
11256,16.0,7.0,100.0,121740.0,133100.0,42.0,1331.0,91.46506386175808,2.103681442524418,28.0,0.52
11261,16.0,7.0,101.0,121740.0,132700.0,42.0,1327.0,91.74076865109268,2.110022607385079,28.0,0.52
11266,16.0,7.0,102.0,92060.0,126400.0,42.0,1264.0,72.83227848101265,1.9778481012658229,25.0,0.52
11271,16.0,7.0,103.0,105880.0,121400.0,42.0,1214.0,87.2158154859967,1.9769357495881383,24.0,0.52
11276,16.0,7.0,104.0,94950.0,122100.0,42.0,1221.0,77.76412776412776,2.1294021294021293,26.0,0.52
11281,16.0,7.0,105.0,112420.0,120200.0,42.0,1202.0,93.52745424292846,2.0798668885191347,25.0,0.52
11286,16.0,7.0,106.0,115920.0,115700.0,42.0,1157.0,100.19014693171997,2.247191011235955,26.0,0.52
11291,16.0,7.0,107.0,106160.0,113500.0,42.0,1135.0,93.53303964757708,2.1145374449339207,24.0,0.52
11296,16.0,7.0,108.0,115920.0,107900.0,42.0,1079.0,107.43280815569973,2.4096385542168677,26.0,0.52
11301,16.0,7.0,109.0,104920.0,105300.0,42.0,1053.0,99.63912630579297,2.2792022792022792,24.0,0.52
11306,16.0,7.0,110.0,115350.0,105400.0,42.0,1054.0,109.44022770398483,2.4667931688804554,26.0,0.52
11311,16.0,7.0,111.0,110730.0,100800.0,42.0,1008.0,109.85119047619048,2.380952380952381,24.0,0.52
11316,16.0,7.0,112.0,110340.0,100000.0,42.0,1000.0,110.33999999999999,2.4,24.0,0.52
11321,16.0,7.0,113.0,82350.0,95000.0,42.0,950.0,86.68421052631578,2.2105263157894735,21.0,0.52
11326,16.0,7.0,114.0,118660.0,95000.0,42.0,950.0,124.90526315789474,2.4210526315789473,23.0,0.52
11331,16.0,7.0,115.0,117870.0,91100.0,42.0,911.0,129.38529088913282,2.5246981339187706,23.0,0.52
11336,16.0,7.0,116.0,86300.0,90100.0,42.0,901.0,95.78246392896781,2.5527192008879025,23.0,0.52
11341,16.0,7.0,117.0,76240.0,83100.0,42.0,831.0,91.74488567990373,2.527075812274368,21.0,0.52
11346,16.0,7.0,118.0,78060.0,83500.0,42.0,835.0,93.48502994011976,2.5149700598802394,21.0,0.52
11351,16.0,7.0,119.0,78800.0,85900.0,42.0,859.0,91.73457508731082,2.5611175785797435,22.0,0.52
11356,16.0,7.0,120.0,73680.0,81300.0,42.0,813.0,90.62730627306273,2.5830258302583027,21.0,0.52
11361,16.0,7.0,121.0,49110.0,78400.0,42.0,784.0,62.640306122448976,2.0408163265306123,16.0,0.52
11366,16.0,7.0,122.0,52510.0,74600.0,42.0,746.0,70.3887399463807,2.4128686327077746,18.0,0.52
11371,16.0,7.0,123.0,58590.0,74600.0,42.0,746.0,78.53887399463807,2.4128686327077746,18.0,0.52
11376,16.0,7.0,124.0,49380.0,72300.0,42.0,723.0,68.29875518672199,2.2130013831258646,16.0,0.52
11381,16.0,7.0,125.0,46690.0,74100.0,42.0,741.0,63.009446693657225,2.1592442645074224,16.0,0.52
11386,16.0,7.0,126.0,52510.0,73400.0,42.0,734.0,71.53950953678473,2.452316076294278,18.0,0.52
