,racer_1_rank,racer_1_age,racer_1_doub,racer_1_ave_st,racer_2_rank,racer_2_age,racer_2_doub,racer_2_ave_st,racer_3_rank,racer_3_age,racer_3_doub,racer_3_ave_st,racer_4_rank,racer_4_age,racer_4_doub,racer_4_ave_st,racer_5_rank,racer_5_age,racer_5_doub,racer_5_ave_st,racer_6_rank,racer_6_age,racer_6_doub,racer_6_ave_st,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_10,race_11,race_12,racer_1_male_0,racer_1_male_1,racer_2_male_0,racer_2_male_1,racer_3_male_0,racer_3_male_1,racer_4_male_0,racer_4_male_1,racer_5_male_0,racer_5_male_1,racer_6_male_0,racer_6_male_1
5662,2,31.0,0.279,0.18,2,42.0,0.25,0.15,2,46.0,0.101,0.21,1,34.0,0.04,0.21,1,28.0,0.019,0.21,1,23.0,0.043,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
5663,2,55.0,0.202,0.18,2,46.0,0.191,0.21,2,39.0,0.131,0.18,2,30.0,0.189,0.2,2,39.0,0.219,0.19,2,30.0,0.137,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5664,2,28.0,0.206,0.18,3,45.0,0.349,0.18,2,39.0,0.241,0.16,2,48.0,0.144,0.2,1,24.0,0.019,0.17,2,33.0,0.271,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5665,2,34.0,0.179,0.18,2,41.0,0.357,0.18,3,42.0,0.387,0.16,2,41.0,0.278,0.18,2,34.0,0.311,0.16,2,55.0,0.129,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5666,2,42.0,0.25,0.15,3,26.0,0.4,0.17,3,32.0,0.466,0.15,2,30.0,0.137,0.18,1,23.0,0.043,0.16,2,30.0,0.189,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
5667,2,46.0,0.191,0.21,2,31.0,0.279,0.18,2,28.0,0.206,0.18,2,33.0,0.271,0.17,3,31.0,0.351,0.17,1,28.0,0.019,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
5668,4,26.0,0.53,0.15,2,34.0,0.179,0.18,2,55.0,0.202,0.18,2,34.0,0.311,0.16,2,48.0,0.144,0.2,2,46.0,0.101,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5669,3,45.0,0.349,0.18,3,42.0,0.387,0.16,2,39.0,0.219,0.19,2,41.0,0.357,0.18,2,39.0,0.241,0.16,2,39.0,0.131,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5670,3,42.0,0.398,0.19,4,45.0,0.574,0.16,3,28.0,0.363,0.17,2,45.0,0.235,0.14,4,45.0,0.503,0.15,3,32.0,0.415,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5671,4,48.0,0.417,0.18,4,28.0,0.529,0.14,3,26.0,0.403,0.15,2,40.0,0.257,0.17,3,45.0,0.377,0.17,3,36.0,0.333,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5672,3,38.0,0.378,0.17,4,41.0,0.543,0.16,4,41.0,0.418,0.17,4,26.0,0.455,0.13,4,39.0,0.485,0.14,2,27.0,0.181,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5673,2,30.0,0.189,0.2,2,39.0,0.219,0.19,2,46.0,0.191,0.21,1,28.0,0.019,0.21,1,23.0,0.043,0.16,1,24.0,0.019,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
5674,2,33.0,0.271,0.17,2,39.0,0.241,0.16,2,41.0,0.357,0.18,2,55.0,0.129,0.23,2,46.0,0.101,0.21,1,34.0,0.04,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5675,2,39.0,0.131,0.18,3,32.0,0.466,0.15,2,40.0,0.257,0.17,3,45.0,0.349,0.18,2,34.0,0.179,0.18,4,26.0,0.53,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5676,3,32.0,0.415,0.18,4,39.0,0.485,0.14,2,55.0,0.129,0.23,4,45.0,0.503,0.15,2,55.0,0.202,0.18,4,41.0,0.418,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5677,4,48.0,0.417,0.18,2,34.0,0.311,0.16,2,41.0,0.278,0.18,1,34.0,0.04,0.21,1,28.0,0.019,0.21,1,23.0,0.043,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
5678,3,42.0,0.398,0.19,2,28.0,0.206,0.18,4,26.0,0.455,0.13,4,26.0,0.53,0.15,3,26.0,0.4,0.17,1,24.0,0.019,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5679,3,32.0,0.466,0.15,3,31.0,0.351,0.17,2,48.0,0.144,0.2,3,42.0,0.387,0.16,4,37.0,0.453,0.16,2,31.0,0.279,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5680,3,28.0,0.363,0.17,3,36.0,0.333,0.17,2,27.0,0.181,0.17,2,40.0,0.257,0.17,4,39.0,0.485,0.14,3,32.0,0.415,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5681,4,41.0,0.418,0.17,4,45.0,0.503,0.15,3,45.0,0.377,0.17,3,42.0,0.398,0.19,4,48.0,0.417,0.18,4,26.0,0.455,0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5682,3,38.0,0.378,0.17,4,28.0,0.529,0.14,2,45.0,0.235,0.14,4,41.0,0.543,0.16,4,45.0,0.574,0.16,3,26.0,0.403,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5683,1,45.0,0.079,0.21,2,53.0,0.1,0.24,1,46.0,0.063,0.21,2,24.0,0.281,0.17,1,29.0,0.071,0.24,1,28.0,0.045,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5684,2,43.0,0.107,0.18,2,28.0,0.166,0.18,2,34.0,0.162,0.2,2,41.0,0.161,0.2,2,41.0,0.289,0.2,2,22.0,0.258,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5685,2,46.0,0.223,0.16,2,46.0,0.253,0.19,2,41.0,0.268,0.17,3,28.0,0.344,0.15,4,43.0,0.469,0.14,3,33.0,0.434,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5686,2,53.0,0.284,0.19,4,45.0,0.517,0.19,4,41.0,0.553,0.15,2,49.0,0.307,0.24,2,43.0,0.2,0.18,4,32.0,0.475,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5687,2,53.0,0.1,0.24,3,43.0,0.409,0.16,2,23.0,0.209,0.19,4,31.0,0.532,0.16,2,45.0,0.333,0.17,4,35.0,0.433,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5688,4,47.0,0.481,0.16,2,49.0,0.206,0.14,2,44.0,0.195,0.18,1,28.0,0.102,0.21,2,24.0,0.281,0.17,2,32.0,0.259,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5689,2,46.0,0.253,0.19,4,40.0,0.53,0.17,3,48.0,0.358,0.18,2,43.0,0.2,0.18,2,41.0,0.161,0.2,2,23.0,0.209,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5690,4,45.0,0.517,0.19,2,43.0,0.107,0.18,2,45.0,0.333,0.17,4,49.0,0.52,0.17,2,42.0,0.307,0.16,2,41.0,0.268,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5691,4,45.0,0.506,0.15,2,53.0,0.284,0.19,3,33.0,0.434,0.18,2,32.0,0.259,0.17,4,31.0,0.532,0.16,3,48.0,0.358,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5692,4,40.0,0.53,0.17,4,47.0,0.481,0.16,4,35.0,0.433,0.16,4,32.0,0.566,0.17,4,49.0,0.52,0.17,4,41.0,0.553,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5693,1,46.0,0.063,0.21,2,41.0,0.161,0.2,2,43.0,0.107,0.18,2,23.0,0.209,0.19,2,22.0,0.258,0.13,1,45.0,0.079,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5694,4,32.0,0.475,0.16,2,49.0,0.307,0.24,3,28.0,0.344,0.15,2,53.0,0.1,0.24,1,28.0,0.045,0.21,2,49.0,0.206,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5695,2,43.0,0.2,0.18,2,24.0,0.281,0.17,2,46.0,0.253,0.19,4,41.0,0.553,0.15,1,29.0,0.071,0.24,2,45.0,0.333,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5696,4,43.0,0.469,0.14,2,44.0,0.195,0.18,2,32.0,0.259,0.17,4,47.0,0.481,0.16,4,45.0,0.517,0.19,1,28.0,0.102,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5697,4,31.0,0.532,0.16,3,48.0,0.358,0.18,2,28.0,0.166,0.18,3,33.0,0.434,0.18,3,43.0,0.409,0.16,2,42.0,0.307,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5698,2,41.0,0.289,0.2,4,32.0,0.475,0.16,4,45.0,0.506,0.15,2,41.0,0.268,0.17,4,32.0,0.566,0.17,2,53.0,0.284,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5699,4,35.0,0.433,0.16,2,34.0,0.162,0.2,2,24.0,0.281,0.17,2,51.0,0.12,0.21,2,49.0,0.206,0.14,2,22.0,0.258,0.13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5700,2,41.0,0.161,0.2,4,49.0,0.52,0.17,4,43.0,0.469,0.14,2,45.0,0.333,0.17,2,46.0,0.223,0.16,1,28.0,0.045,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5701,2,49.0,0.307,0.24,4,31.0,0.532,0.16,1,45.0,0.079,0.21,4,40.0,0.53,0.17,1,28.0,0.102,0.21,1,29.0,0.071,0.24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5702,3,28.0,0.344,0.15,2,32.0,0.259,0.17,4,32.0,0.566,0.17,2,34.0,0.162,0.2,4,41.0,0.553,0.15,3,43.0,0.409,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5703,3,48.0,0.358,0.18,4,35.0,0.433,0.16,4,47.0,0.481,0.16,2,46.0,0.223,0.16,2,53.0,0.284,0.19,2,46.0,0.253,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5704,4,49.0,0.52,0.17,2,51.0,0.12,0.21,4,40.0,0.53,0.17,4,45.0,0.517,0.19,2,28.0,0.166,0.18,4,45.0,0.506,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5705,2,23.0,0.209,0.19,2,42.0,0.307,0.16,2,44.0,0.195,0.18,3,48.0,0.358,0.18,2,43.0,0.107,0.18,2,53.0,0.1,0.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5706,2,49.0,0.206,0.14,2,46.0,0.223,0.16,4,45.0,0.517,0.19,4,47.0,0.481,0.16,2,49.0,0.307,0.24,1,29.0,0.071,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5707,2,32.0,0.259,0.17,4,32.0,0.566,0.17,2,53.0,0.284,0.19,3,43.0,0.409,0.16,4,35.0,0.433,0.16,1,46.0,0.063,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5708,1,28.0,0.102,0.21,2,45.0,0.333,0.17,4,31.0,0.532,0.16,4,45.0,0.506,0.15,4,32.0,0.475,0.16,2,43.0,0.2,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5709,2,34.0,0.162,0.2,3,33.0,0.434,0.18,4,49.0,0.52,0.17,3,28.0,0.344,0.15,2,46.0,0.253,0.19,2,43.0,0.107,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5710,2,44.0,0.195,0.18,2,28.0,0.166,0.18,4,32.0,0.475,0.16,4,40.0,0.53,0.17,1,45.0,0.079,0.21,2,51.0,0.12,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5711,3,33.0,0.434,0.18,2,41.0,0.268,0.17,2,43.0,0.2,0.18,2,53.0,0.284,0.19,4,47.0,0.481,0.16,4,43.0,0.469,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5712,2,42.0,0.307,0.16,2,49.0,0.206,0.14,2,41.0,0.289,0.2,4,35.0,0.433,0.16,4,45.0,0.506,0.15,4,49.0,0.52,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5713,2,45.0,0.333,0.17,4,41.0,0.553,0.15,3,43.0,0.409,0.16,2,34.0,0.162,0.2,3,48.0,0.358,0.18,2,49.0,0.307,0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5714,4,32.0,0.566,0.17,4,31.0,0.532,0.16,2,23.0,0.209,0.19,4,43.0,0.469,0.14,4,40.0,0.53,0.17,4,45.0,0.517,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5715,2,53.0,0.1,0.24,1,45.0,0.079,0.21,1,28.0,0.102,0.21,2,43.0,0.107,0.18,1,28.0,0.045,0.21,2,22.0,0.258,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5716,4,43.0,0.469,0.14,1,46.0,0.063,0.21,2,51.0,0.12,0.21,2,42.0,0.307,0.16,1,29.0,0.071,0.24,2,46.0,0.223,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5717,3,48.0,0.358,0.18,2,41.0,0.289,0.2,2,43.0,0.2,0.18,2,49.0,0.206,0.14,2,34.0,0.162,0.2,3,28.0,0.344,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5718,2,46.0,0.253,0.19,4,32.0,0.475,0.16,4,31.0,0.532,0.16,2,44.0,0.195,0.18,4,45.0,0.517,0.19,2,45.0,0.333,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5719,2,24.0,0.281,0.17,2,42.0,0.307,0.16,2,46.0,0.223,0.16,4,35.0,0.433,0.16,2,23.0,0.209,0.19,1,28.0,0.045,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5720,3,43.0,0.409,0.16,2,43.0,0.2,0.18,2,49.0,0.307,0.24,1,46.0,0.063,0.21,2,49.0,0.206,0.14,4,47.0,0.481,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5721,2,28.0,0.166,0.18,3,48.0,0.358,0.18,2,46.0,0.253,0.19,4,32.0,0.475,0.16,2,41.0,0.268,0.17,2,34.0,0.162,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5722,4,45.0,0.506,0.15,4,45.0,0.517,0.19,4,35.0,0.433,0.16,4,31.0,0.532,0.16,2,41.0,0.289,0.2,2,24.0,0.281,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5723,2,45.0,0.333,0.17,2,23.0,0.209,0.19,4,47.0,0.481,0.16,3,28.0,0.344,0.15,2,44.0,0.195,0.18,3,43.0,0.409,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5724,4,40.0,0.53,0.17,4,32.0,0.566,0.17,4,49.0,0.52,0.17,4,41.0,0.553,0.15,2,32.0,0.259,0.17,3,33.0,0.434,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5725,2,58.0,0.292,0.17,1,58.0,0.0,0.29,1,51.0,0.052,0.24,2,28.0,0.168,0.19,2,30.0,0.239,0.16,1,25.0,0.0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5726,2,64.0,0.26,0.18,2,50.0,0.177,0.2,2,49.0,0.18,0.21,2,23.0,0.271,0.21,2,25.0,0.235,0.22,2,26.0,0.172,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5727,2,65.0,0.222,0.2,4,58.0,0.472,0.18,3,50.0,0.359,0.18,3,28.0,0.433,0.17,4,29.0,0.503,0.17,2,24.0,0.264,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5728,3,49.0,0.323,0.18,3,52.0,0.397,0.14,3,55.0,0.401,0.18,4,28.0,0.532,0.15,2,27.0,0.333,0.17,2,20.0,0.225,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5729,1,58.0,0.0,0.29,4,51.0,0.496,0.17,4,50.0,0.465,0.15,3,29.0,0.356,0.15,2,28.0,0.25,0.17,2,27.0,0.254,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5730,1,51.0,0.052,0.24,2,72.0,0.277,0.18,2,52.0,0.205,0.19,2,27.0,0.16,0.2,2,23.0,0.271,0.21,2,30.0,0.237,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5731,2,66.0,0.32,0.19,3,54.0,0.37,0.19,4,51.0,0.535,0.16,4,27.0,0.487,0.15,3,28.0,0.354,0.17,2,25.0,0.235,0.22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5732,3,56.0,0.424,0.18,2,64.0,0.26,0.18,2,52.0,0.247,0.22,4,27.0,0.533,0.15,2,24.0,0.264,0.16,3,29.0,0.413,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5733,2,65.0,0.352,0.21,2,49.0,0.362,0.18,2,50.0,0.177,0.2,2,27.0,0.254,0.16,4,26.0,0.455,0.13,4,29.0,0.503,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5734,3,55.0,0.401,0.18,3,50.0,0.359,0.18,4,51.0,0.496,0.17,2,30.0,0.237,0.19,2,27.0,0.201,0.16,4,27.0,0.487,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5735,3,54.0,0.37,0.19,2,52.0,0.205,0.19,3,52.0,0.397,0.14,2,28.0,0.25,0.17,3,29.0,0.413,0.16,3,28.0,0.433,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5736,4,51.0,0.535,0.16,4,50.0,0.465,0.15,2,72.0,0.277,0.18,4,26.0,0.455,0.13,4,27.0,0.533,0.15,4,28.0,0.532,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5737,2,50.0,0.177,0.2,1,51.0,0.052,0.24,2,28.0,0.25,0.17,2,24.0,0.264,0.16,1,25.0,0.0,0.21,2,64.0,0.26,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5738,2,30.0,0.237,0.19,2,27.0,0.201,0.16,2,66.0,0.32,0.19,2,72.0,0.277,0.18,2,58.0,0.292,0.17,2,26.0,0.172,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5739,4,29.0,0.503,0.17,3,56.0,0.424,0.18,4,27.0,0.487,0.15,2,25.0,0.235,0.22,3,49.0,0.323,0.18,3,50.0,0.359,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5740,4,58.0,0.472,0.18,2,30.0,0.239,0.16,2,65.0,0.222,0.2,2,49.0,0.362,0.18,2,20.0,0.225,0.17,2,28.0,0.168,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5741,3,28.0,0.354,0.17,2,27.0,0.333,0.17,1,58.0,0.0,0.29,2,49.0,0.18,0.21,3,54.0,0.37,0.19,4,27.0,0.533,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5742,3,52.0,0.397,0.14,2,23.0,0.271,0.21,2,27.0,0.201,0.16,4,50.0,0.465,0.15,2,27.0,0.16,0.2,2,65.0,0.352,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5743,3,29.0,0.356,0.15,4,26.0,0.455,0.13,2,30.0,0.239,0.16,3,50.0,0.359,0.18,4,51.0,0.496,0.17,2,52.0,0.205,0.19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5744,3,28.0,0.433,0.17,4,51.0,0.535,0.16,3,54.0,0.37,0.19,2,20.0,0.225,0.17,2,26.0,0.172,0.17,3,55.0,0.401,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5745,2,27.0,0.254,0.16,4,27.0,0.487,0.15,4,27.0,0.533,0.15,2,52.0,0.247,0.22,2,65.0,0.222,0.2,2,58.0,0.292,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5746,4,28.0,0.532,0.15,3,29.0,0.356,0.15,4,29.0,0.503,0.17,4,58.0,0.472,0.18,2,65.0,0.352,0.21,2,49.0,0.18,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5747,4,26.0,0.455,0.13,3,28.0,0.354,0.17,2,27.0,0.16,0.2,3,49.0,0.323,0.18,2,52.0,0.247,0.22,2,49.0,0.362,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5748,2,52.0,0.205,0.19,2,65.0,0.352,0.21,2,66.0,0.32,0.19,2,25.0,0.235,0.22,2,26.0,0.172,0.17,1,25.0,0.0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5749,2,49.0,0.362,0.18,3,49.0,0.323,0.18,2,23.0,0.271,0.21,2,27.0,0.201,0.16,1,58.0,0.0,0.29,3,29.0,0.356,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5750,2,28.0,0.168,0.19,3,29.0,0.413,0.16,3,28.0,0.354,0.17,3,55.0,0.401,0.18,4,51.0,0.535,0.16,2,50.0,0.177,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5751,2,49.0,0.18,0.21,2,52.0,0.247,0.22,2,27.0,0.16,0.2,2,27.0,0.333,0.17,1,25.0,0.0,0.21,3,52.0,0.397,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5752,4,27.0,0.487,0.15,4,27.0,0.533,0.15,2,49.0,0.362,0.18,2,65.0,0.352,0.21,2,20.0,0.225,0.17,4,58.0,0.472,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5753,3,29.0,0.413,0.16,2,27.0,0.16,0.2,4,26.0,0.455,0.13,3,54.0,0.37,0.19,1,51.0,0.052,0.24,3,56.0,0.424,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5754,2,52.0,0.247,0.22,4,29.0,0.503,0.17,4,28.0,0.532,0.15,2,52.0,0.205,0.19,3,29.0,0.356,0.15,2,65.0,0.222,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5755,4,51.0,0.496,0.17,2,58.0,0.292,0.17,2,27.0,0.254,0.16,4,51.0,0.535,0.16,2,30.0,0.237,0.19,2,27.0,0.333,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5756,4,50.0,0.465,0.15,3,28.0,0.433,0.17,4,58.0,0.472,0.18,2,23.0,0.271,0.21,2,64.0,0.26,0.18,3,28.0,0.354,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5757,4,27.0,0.533,0.15,3,55.0,0.401,0.18,2,27.0,0.201,0.16,3,52.0,0.397,0.14,3,56.0,0.424,0.18,2,24.0,0.264,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5758,2,28.0,0.25,0.17,1,58.0,0.0,0.29,2,58.0,0.292,0.17,2,50.0,0.177,0.2,1,25.0,0.0,0.21,1,51.0,0.052,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5759,2,65.0,0.222,0.2,3,49.0,0.323,0.18,2,72.0,0.277,0.18,2,30.0,0.239,0.16,2,28.0,0.168,0.19,2,26.0,0.172,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5760,2,27.0,0.16,0.2,2,27.0,0.201,0.16,2,49.0,0.18,0.21,2,27.0,0.254,0.16,4,29.0,0.503,0.17,2,20.0,0.225,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5761,3,29.0,0.356,0.15,2,66.0,0.32,0.19,3,50.0,0.359,0.18,2,24.0,0.264,0.16,2,25.0,0.235,0.22,2,30.0,0.237,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5762,2,64.0,0.26,0.18,3,28.0,0.433,0.17,2,52.0,0.247,0.22,1,58.0,0.0,0.29,2,52.0,0.205,0.19,1,25.0,0.0,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
