,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final
30,1.0,5.0,91.0,0.5,50180.0,50100.0,69.0,501.0,100.15968063872256,24.219216403078214,38.0,7.584830339321358,0.302709598564932,3.0,584.0,26680.0,29300.0,35.0,293.0,91.0580204778157,43.21128483077584,31.0,10.580204778156997,1.0426793390115678,1.0,33.736263736263595
31,1.0,5.0,91.0,0.54,47480.0,45000.0,69.0,450.0,105.5111111111111,21.672702590752746,36.0,8.0,0.2897423291201176,3.0,604.6785714285713,25220.0,26300.0,35.0,263.0,95.893536121673,34.682575700789755,30.0,11.40684410646388,1.0059890916595404,1.0,29.206349206349277
33,1.0,5.0,92.0,0.5,50180.0,49800.0,69.0,498.0,100.76305220883536,24.425537779443708,38.0,7.630522088353414,0.3045331503635159,3.0,584.0,26680.0,29300.0,35.0,293.0,91.0580204778157,43.49288454315831,31.0,10.580204778156997,1.0426793390115678,1.0,33.736263736263595
39,1.0,5.0,94.0,0.5,50180.0,50000.0,69.0,500.0,100.36,23.80526545698029,38.0,7.6,0.303315017762062,3.0,584.0,26680.0,29100.0,35.0,291.0,91.68384879725086,43.05101167992608,31.0,10.652920962199312,1.049845520035702,1.0,33.736263736263595
43,1.0,5.0,95.0,0.54,47480.0,43800.0,69.0,438.0,108.40182648401826,22.67307809487771,36.0,8.21917808219178,0.2976804751234086,3.0,604.6785714285713,25220.0,25200.0,35.0,252.0,100.07936507936508,34.339988653251595,30.0,11.904761904761903,1.04990131391452,2.0,29.206349206349277
46,1.0,5.0,96.0,0.54,47480.0,44000.0,69.0,440.0,107.9090909090909,22.69549698369748,36.0,8.181818181818182,0.2963273820546657,3.0,604.6785714285713,25220.0,25100.0,35.0,251.0,100.47808764940238,34.31380066338583,30.0,11.95219123505976,1.054084187675136,2.0,29.206349206349277
50,1.0,5.0,97.0,0.58,34410.0,33300.0,69.0,333.0,103.33333333333334,52.17643499836319,28.0,8.408408408408409,0.4554279545976908,3.0,524.7380952380952,21830.0,19400.0,35.0,194.0,112.52577319587628,25.47737635999143,27.0,13.917525773195877,0.8928096946231324,2.0,33.428571428571445
51,1.0,5.0,98.0,0.5,48820.0,48400.0,69.0,484.0,100.86776859504133,22.06492063937757,37.0,7.644628099173553,0.2771985096074119,3.0,607.25,26680.0,28200.0,35.0,282.0,94.6099290780142,42.71821025080782,31.0,10.99290780141844,1.0833512281219475,1.0,33.736263736263595
52,1.0,5.0,98.0,0.54,43210.0,42700.0,69.0,427.0,101.1943793911007,38.731729963869405,35.0,8.19672131147541,0.4056325076273718,3.0,481.6785714285713,25220.0,24500.0,35.0,245.0,102.93877551020408,39.11182810032503,30.0,12.244897959183673,1.0798984943120775,2.0,29.206349206349277
54,1.0,5.0,99.0,0.5,48820.0,47600.0,69.0,476.0,102.56302521008402,22.412207570077825,37.0,7.773109243697479,0.2818573080882088,3.0,607.25,26680.0,28300.0,35.0,283.0,94.2756183745583,41.84293842878835,31.0,10.954063604240282,1.0795231319095029,1.0,33.736263736263595
57,1.0,5.0,100.0,0.5,47480.0,47400.0,69.0,474.0,100.168776371308,19.809121563678804,36.0,7.59493670886076,0.2750718314431497,3.0,604.6785714285713,26680.0,27800.0,35.0,278.0,95.97122302158272,40.75758173719491,31.0,11.151079136690647,1.09893901557694,1.0,33.736263736263595
60,1.0,5.0,101.0,0.5,47480.0,46900.0,69.0,469.0,101.2366737739872,20.694491537656564,36.0,7.675906183368871,0.2780043669596012,3.0,604.6785714285713,26680.0,27700.0,35.0,277.0,96.31768953068593,42.989474073461984,31.0,11.1913357400722,1.1029063044418388,1.0,33.736263736263595
63,1.0,5.0,102.0,0.5,47480.0,46200.0,69.0,462.0,102.77056277056278,20.908847365999435,36.0,7.792207792207792,0.282216554337777,3.0,604.6785714285713,26680.0,27500.0,35.0,275.0,97.01818181818182,43.64866458766635,31.0,11.272727272727272,1.1109274412014158,1.0,33.736263736263595
66,1.0,5.0,103.0,0.5,47480.0,46600.0,69.0,466.0,101.88841201716738,19.80620075574742,36.0,7.725321888412018,0.2797940946438906,3.0,604.6785714285713,26680.0,27200.0,35.0,272.0,98.08823529411764,44.261683466533725,31.0,11.397058823529411,1.1231803173911374,1.0,33.736263736263595
69,1.0,5.0,104.0,0.5,47480.0,46200.0,69.0,462.0,102.77056277056278,20.591184392609318,36.0,7.792207792207792,0.282216554337777,3.0,604.6785714285713,26680.0,26800.0,35.0,268.0,99.55223880597016,42.151907660247375,31.0,11.567164179104475,1.1399442027253337,1.0,33.736263736263595
