,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
1758,4.0,5.0,266.0,0.85,34590.0,26500.0,114.0,265.0,130.52830188679246,7.547169811320755,20.0,82.0
1552,4.0,5.0,128.0,0.9,83530.0,69000.0,114.0,690.0,121.05797101449276,5.942028985507246,41.0,13.0
1555,4.0,5.0,130.0,0.9,77880.0,61200.0,114.0,612.0,127.25490196078432,5.718954248366013,35.0,14.0
1561,4.0,5.0,134.0,0.9,78990.0,64600.0,114.0,646.0,122.27554179566565,5.88235294117647,38.0,16.0
1564,4.0,5.0,136.0,0.9,78360.0,65900.0,114.0,659.0,118.90743550834596,6.373292867981791,42.0,17.0
1591,4.0,5.0,154.0,0.9,63730.0,50600.0,114.0,506.0,125.9486166007905,6.126482213438735,31.0,26.0
1594,4.0,5.0,156.0,0.9,72200.0,60500.0,114.0,605.0,119.3388429752066,6.115702479338843,37.0,27.0
1603,4.0,5.0,162.0,0.9,68040.0,53300.0,114.0,533.0,127.6547842401501,6.191369606003752,33.0,30.0
1606,4.0,5.0,164.0,0.9,63800.0,49500.0,114.0,495.0,128.88888888888889,6.666666666666667,33.0,31.0
1618,4.0,5.0,172.0,0.9,54270.0,43700.0,114.0,437.0,124.18764302059498,6.178489702517163,27.0,35.0
1633,4.0,5.0,182.0,0.9,59100.0,42900.0,114.0,429.0,137.76223776223776,6.993006993006993,30.0,40.0
1642,4.0,5.0,188.0,0.9,56180.0,43800.0,114.0,438.0,128.2648401826484,6.621004566210045,29.0,43.0
1645,4.0,5.0,190.0,0.9,50420.0,41500.0,114.0,415.0,121.49397590361446,6.506024096385541,27.0,44.0
1651,4.0,5.0,194.0,0.9,62060.0,33800.0,114.0,338.0,183.6094674556213,7.988165680473373,27.0,46.0
1654,4.0,5.0,196.0,0.9,52790.0,36400.0,114.0,364.0,145.02747252747253,7.142857142857142,26.0,47.0
1657,4.0,5.0,198.0,0.9,49690.0,35400.0,114.0,354.0,140.36723163841808,6.779661016949152,24.0,48.0
1660,4.0,5.0,200.0,0.9,54170.0,35800.0,114.0,358.0,151.31284916201116,7.262569832402235,26.0,49.0
1663,4.0,5.0,202.0,0.9,63410.0,35900.0,114.0,359.0,176.62952646239555,8.356545961002785,30.0,50.0
1678,4.0,5.0,212.0,0.9,41180.0,28700.0,114.0,287.0,143.4843205574913,6.968641114982578,20.0,55.0
1681,4.0,5.0,214.0,0.9,37750.0,26100.0,114.0,261.0,144.63601532567048,8.045977011494253,21.0,56.0
1687,4.0,5.0,218.0,0.9,39450.0,29700.0,114.0,297.0,132.82828282828282,6.397306397306397,19.0,58.0
1690,4.0,5.0,220.0,0.9,40130.0,30400.0,114.0,304.0,132.00657894736844,8.223684210526317,25.0,59.0
1693,4.0,5.0,222.0,0.9,34290.0,28900.0,114.0,289.0,118.65051903114188,7.26643598615917,21.0,60.0
1696,4.0,5.0,224.0,0.9,44540.0,27600.0,114.0,276.0,161.3768115942029,7.971014492753622,22.0,61.0
1699,4.0,5.0,226.0,0.9,34290.0,25900.0,114.0,259.0,132.3938223938224,7.722007722007722,20.0,62.0
1702,4.0,5.0,228.0,0.9,30390.0,23800.0,114.0,238.0,127.68907563025208,8.403361344537815,20.0,63.0
1556,4.0,5.0,130.0,0.92,71270.0,54300.0,114.0,543.0,131.25230202578268,5.893186003683241,32.0,14.0
1562,4.0,5.0,134.0,0.92,78990.0,58800.0,114.0,588.0,134.33673469387756,6.462585034013606,38.0,16.0
1577,4.0,5.0,144.0,0.92,69470.0,58000.0,114.0,580.0,119.77586206896552,5.172413793103448,30.0,21.0
1589,4.0,5.0,152.0,0.92,66830.0,53800.0,114.0,538.0,124.2193308550186,6.133828996282528,33.0,25.0
1592,4.0,5.0,154.0,0.92,59420.0,44500.0,114.0,445.0,133.52808988764045,6.51685393258427,29.0,26.0
1604,4.0,5.0,162.0,0.92,63760.0,46200.0,114.0,462.0,138.00865800865802,6.70995670995671,31.0,30.0
1607,4.0,5.0,164.0,0.92,61630.0,44800.0,114.0,448.0,137.56696428571428,6.919642857142858,31.0,31.0
1622,4.0,5.0,174.0,0.92,38330.0,33300.0,114.0,333.0,115.1051051051051,6.306306306306306,21.0,36.0
1637,4.0,5.0,184.0,0.92,46000.0,38300.0,114.0,383.0,120.10443864229764,5.7441253263707575,22.0,41.0
1640,4.0,5.0,186.0,0.92,37480.0,31400.0,114.0,314.0,119.36305732484075,6.050955414012739,19.0,42.0
1643,4.0,5.0,188.0,0.92,52000.0,37900.0,114.0,379.0,137.20316622691294,7.12401055408971,27.0,43.0
1646,4.0,5.0,190.0,0.92,43760.0,36700.0,114.0,367.0,119.23705722070844,6.539509536784741,24.0,44.0
1652,4.0,5.0,194.0,0.92,54070.0,30600.0,114.0,306.0,176.69934640522877,7.84313725490196,24.0,46.0
1655,4.0,5.0,196.0,0.92,51860.0,32700.0,114.0,327.0,158.59327217125383,7.64525993883792,25.0,47.0
1658,4.0,5.0,198.0,0.92,46040.0,32400.0,114.0,324.0,142.09876543209876,7.098765432098765,23.0,48.0
1661,4.0,5.0,200.0,0.92,50590.0,31500.0,114.0,315.0,160.60317460317458,7.936507936507936,25.0,49.0
1664,4.0,5.0,202.0,0.92,60840.0,31500.0,114.0,315.0,193.14285714285717,8.88888888888889,28.0,50.0
1679,4.0,5.0,212.0,0.92,36430.0,24500.0,114.0,245.0,148.69387755102042,7.346938775510205,18.0,55.0
1682,4.0,5.0,214.0,0.92,37750.0,23100.0,114.0,231.0,163.41991341991343,9.090909090909092,21.0,56.0
1688,4.0,5.0,218.0,0.92,34960.0,25800.0,114.0,258.0,135.50387596899225,6.976744186046512,18.0,58.0
1691,4.0,5.0,220.0,0.92,34950.0,26300.0,114.0,263.0,132.8897338403042,7.984790874524715,21.0,59.0
1697,4.0,5.0,224.0,0.92,40470.0,23900.0,114.0,239.0,169.3305439330544,8.368200836820083,20.0,61.0
1806,4.0,8.0,130.0,0.85,85050.0,72500.0,114.0,725.0,117.3103448275862,5.655172413793103,41.0,14.0
1812,4.0,8.0,134.0,0.85,93890.0,72600.0,114.0,726.0,129.3250688705234,6.198347107438017,45.0,16.0
1845,4.0,8.0,156.0,0.85,84680.0,67600.0,114.0,676.0,125.26627218934912,6.21301775147929,42.0,27.0
1848,4.0,8.0,158.0,0.85,79940.0,61300.0,114.0,613.0,130.40783034257748,6.199021207177815,38.0,28.0
1854,4.0,8.0,162.0,0.85,71340.0,59900.0,114.0,599.0,119.09849749582636,6.010016694490818,36.0,30.0
1857,4.0,8.0,164.0,0.85,67090.0,56400.0,114.0,564.0,118.95390070921984,6.205673758865248,35.0,31.0
1863,4.0,8.0,168.0,0.85,63640.0,55100.0,114.0,551.0,115.49909255898368,5.626134301270418,31.0,33.0
1869,4.0,8.0,172.0,0.85,63620.0,54600.0,114.0,546.0,116.52014652014653,5.677655677655678,31.0,35.0
1884,4.0,8.0,182.0,0.85,59560.0,50400.0,114.0,504.0,118.17460317460318,5.952380952380952,30.0,40.0
1887,4.0,8.0,184.0,0.85,56660.0,47100.0,114.0,471.0,120.2972399150743,6.581740976645436,31.0,41.0
1893,4.0,8.0,188.0,0.85,63960.0,51800.0,114.0,518.0,123.47490347490348,6.370656370656371,33.0,43.0
1902,4.0,8.0,194.0,0.85,56200.0,47600.0,114.0,476.0,118.0672268907563,6.092436974789916,29.0,46.0
1905,4.0,8.0,196.0,0.85,74270.0,46600.0,114.0,466.0,159.37768240343348,6.866952789699571,32.0,47.0
1911,4.0,8.0,200.0,0.85,67810.0,42800.0,114.0,428.0,158.43457943925233,7.943925233644859,34.0,49.0
1914,4.0,8.0,202.0,0.85,48270.0,37900.0,114.0,379.0,127.36147757255937,7.387862796833773,28.0,50.0
1917,4.0,8.0,204.0,0.85,44700.0,35500.0,114.0,355.0,125.9154929577465,7.042253521126761,25.0,51.0
1923,4.0,8.0,208.0,0.85,50990.0,37400.0,114.0,374.0,136.3368983957219,7.219251336898395,27.0,53.0
1929,4.0,8.0,212.0,0.85,55370.0,33100.0,114.0,331.0,167.2809667673716,7.250755287009064,24.0,55.0
1932,4.0,8.0,214.0,0.85,47880.0,33700.0,114.0,337.0,142.07715133531158,7.418397626112759,25.0,56.0
1935,4.0,8.0,216.0,0.85,48140.0,37700.0,114.0,377.0,127.69230769230768,6.896551724137931,26.0,57.0
1938,4.0,8.0,218.0,0.85,49630.0,32200.0,114.0,322.0,154.13043478260872,8.385093167701864,27.0,58.0
1941,4.0,8.0,220.0,0.85,48500.0,31300.0,114.0,313.0,154.95207667731628,7.667731629392971,24.0,59.0
1947,4.0,8.0,224.0,0.85,54130.0,36600.0,114.0,366.0,147.89617486338798,7.650273224043716,28.0,61.0
1950,4.0,8.0,226.0,0.85,33390.0,28800.0,114.0,288.0,115.9375,7.291666666666667,21.0,62.0
