,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
12898,26.0,8.0,132.0,0.9,86790.0,34300.0,46.0,343.0,253.0320699708455,5.830903790087463,20.0,15.0
12901,26.0,8.0,134.0,0.9,83050.0,41700.0,46.0,417.0,199.16067146282973,5.275779376498801,22.0,16.0
12904,26.0,8.0,136.0,0.9,78240.0,34500.0,46.0,345.0,226.7826086956522,5.507246376811594,19.0,17.0
12907,26.0,8.0,138.0,0.9,91630.0,39200.0,46.0,392.0,233.75,5.357142857142857,21.0,18.0
12910,26.0,8.0,140.0,0.9,80200.0,38900.0,46.0,389.0,206.16966580976865,5.141388174807198,20.0,19.0
12913,26.0,8.0,142.0,0.9,84730.0,31400.0,46.0,314.0,269.8407643312101,6.050955414012739,19.0,20.0
12922,26.0,8.0,148.0,0.9,90860.0,32000.0,46.0,320.0,283.9375,6.5625,21.0,23.0
12925,26.0,8.0,150.0,0.9,97640.0,33700.0,46.0,337.0,289.73293768545994,6.231454005934718,21.0,24.0
12928,26.0,8.0,152.0,0.9,51290.0,29800.0,46.0,298.0,172.11409395973155,6.375838926174497,19.0,25.0
12934,26.0,8.0,156.0,0.9,46410.0,33800.0,46.0,338.0,137.30769230769232,5.325443786982249,18.0,27.0
12937,26.0,8.0,158.0,0.9,41830.0,27700.0,46.0,277.0,151.01083032490973,5.776173285198556,16.0,28.0
12955,26.0,8.0,170.0,0.9,44450.0,30300.0,46.0,303.0,146.6996699669967,5.6105610561056105,17.0,34.0
12958,26.0,8.0,172.0,0.9,57570.0,33600.0,46.0,336.0,171.33928571428572,5.357142857142857,18.0,35.0
12961,26.0,8.0,174.0,0.9,51800.0,31100.0,46.0,311.0,166.55948553054662,6.752411575562702,21.0,36.0
12964,26.0,8.0,176.0,0.9,67900.0,25900.0,46.0,259.0,262.16216216216213,6.94980694980695,18.0,37.0
12970,26.0,8.0,180.0,0.9,51590.0,30700.0,46.0,307.0,168.0456026058632,6.188925081433225,19.0,39.0
12973,26.0,8.0,182.0,0.9,50260.0,30300.0,46.0,303.0,165.87458745874588,5.9405940594059405,18.0,40.0
12976,26.0,8.0,184.0,0.9,71250.0,28900.0,46.0,289.0,246.53979238754323,5.88235294117647,17.0,41.0
12979,26.0,8.0,186.0,0.9,46000.0,27700.0,46.0,277.0,166.06498194945848,5.776173285198556,16.0,42.0
12982,26.0,8.0,188.0,0.9,67530.0,28400.0,46.0,284.0,237.78169014084503,5.985915492957746,17.0,43.0
12985,26.0,8.0,190.0,0.9,43330.0,29600.0,46.0,296.0,146.38513513513513,5.405405405405405,16.0,44.0
12988,26.0,8.0,192.0,0.9,52270.0,31400.0,46.0,314.0,166.46496815286625,5.095541401273886,16.0,45.0
12991,26.0,8.0,194.0,0.9,44800.0,26700.0,46.0,267.0,167.79026217228466,5.992509363295881,16.0,46.0
12994,26.0,8.0,196.0,0.9,78650.0,30700.0,46.0,307.0,256.18892508143324,7.166123778501629,22.0,47.0
12997,26.0,8.0,198.0,0.9,48260.0,23500.0,46.0,235.0,205.3617021276596,6.808510638297872,16.0,48.0
13000,26.0,8.0,200.0,0.9,44650.0,24500.0,46.0,245.0,182.24489795918367,5.714285714285714,14.0,49.0
13003,26.0,8.0,202.0,0.9,44980.0,21500.0,46.0,215.0,209.2093023255814,7.906976744186046,17.0,50.0
13006,26.0,8.0,204.0,0.9,40070.0,26700.0,46.0,267.0,150.0749063670412,5.243445692883896,14.0,51.0
13009,26.0,8.0,206.0,0.9,37960.0,21000.0,46.0,210.0,180.7619047619048,6.190476190476191,13.0,52.0
13012,26.0,8.0,208.0,0.9,39470.0,23900.0,46.0,239.0,165.14644351464435,6.276150627615063,15.0,53.0
13015,26.0,8.0,210.0,0.9,35760.0,18800.0,46.0,188.0,190.2127659574468,5.851063829787234,11.0,54.0
13021,26.0,8.0,214.0,0.9,43550.0,22800.0,46.0,228.0,191.00877192982455,7.017543859649122,16.0,56.0
13024,26.0,8.0,216.0,0.9,40270.0,22900.0,46.0,229.0,175.85152838427948,6.550218340611353,15.0,57.0
13045,26.0,8.0,230.0,0.9,40030.0,21000.0,46.0,210.0,190.6190476190476,6.666666666666667,14.0,64.0
13048,26.0,8.0,232.0,0.9,36700.0,20400.0,46.0,204.0,179.90196078431373,5.392156862745098,11.0,65.0
13051,26.0,8.0,234.0,0.9,45390.0,22600.0,46.0,226.0,200.8407079646018,6.1946902654867255,14.0,66.0
13054,26.0,8.0,236.0,0.9,38450.0,21400.0,46.0,214.0,179.67289719626166,6.5420560747663545,14.0,67.0
13057,26.0,8.0,238.0,0.9,37710.0,25600.0,46.0,256.0,147.3046875,5.859375,15.0,68.0
13063,26.0,8.0,242.0,0.9,36600.0,20800.0,46.0,208.0,175.96153846153845,6.25,13.0,70.0
13066,26.0,8.0,244.0,0.9,48710.0,25300.0,46.0,253.0,192.5296442687747,6.719367588932807,17.0,71.0
13069,26.0,8.0,246.0,0.9,59890.0,24800.0,46.0,248.0,241.49193548387095,6.451612903225806,16.0,72.0
13072,26.0,8.0,248.0,0.9,24480.0,18700.0,46.0,187.0,130.9090909090909,5.88235294117647,11.0,73.0
13075,26.0,8.0,250.0,0.9,44610.0,20200.0,46.0,202.0,220.84158415841583,6.930693069306932,14.0,74.0
13081,26.0,8.0,254.0,0.9,25590.0,17100.0,46.0,171.0,149.64912280701753,7.017543859649122,12.0,76.0
13084,26.0,8.0,256.0,0.9,44230.0,16400.0,46.0,164.0,269.6951219512195,9.146341463414634,15.0,77.0
13087,26.0,8.0,258.0,0.9,43770.0,16100.0,46.0,161.0,271.8633540372671,8.695652173913043,14.0,78.0
13090,26.0,8.0,260.0,0.9,39140.0,17400.0,46.0,174.0,224.94252873563215,6.896551724137931,12.0,79.0
13093,26.0,8.0,262.0,0.9,39620.0,18300.0,46.0,183.0,216.50273224043715,7.650273224043716,14.0,80.0
13096,26.0,8.0,264.0,0.9,31630.0,21000.0,46.0,210.0,150.61904761904762,6.666666666666667,14.0,81.0
13099,26.0,8.0,266.0,0.9,34340.0,16000.0,46.0,160.0,214.62500000000003,7.5,12.0,82.0
12887,26.0,8.0,124.0,0.92,115730.0,46200.0,46.0,462.0,250.4978354978355,5.194805194805195,24.0,11.0
12890,26.0,8.0,126.0,0.92,88620.0,38200.0,46.0,382.0,231.98952879581157,5.235602094240837,20.0,12.0
12896,26.0,8.0,130.0,0.92,80900.0,31900.0,46.0,319.0,253.6050156739812,5.956112852664576,19.0,14.0
12899,26.0,8.0,132.0,0.92,52260.0,28500.0,46.0,285.0,183.3684210526316,5.964912280701754,17.0,15.0
12902,26.0,8.0,134.0,0.92,81840.0,36500.0,46.0,365.0,224.21917808219175,5.753424657534247,21.0,16.0
12905,26.0,8.0,136.0,0.92,78240.0,29500.0,46.0,295.0,265.22033898305085,6.440677966101695,19.0,17.0
12908,26.0,8.0,138.0,0.92,78250.0,33700.0,46.0,337.0,232.1958456973294,5.341246290801187,18.0,18.0
12911,26.0,8.0,140.0,0.92,78240.0,34800.0,46.0,348.0,224.82758620689657,5.459770114942529,19.0,19.0
12914,26.0,8.0,142.0,0.92,73460.0,27100.0,46.0,271.0,271.070110701107,6.273062730627306,17.0,20.0
12923,26.0,8.0,148.0,0.92,90860.0,28900.0,46.0,289.0,314.39446366782005,7.26643598615917,21.0,23.0
12926,26.0,8.0,150.0,0.92,59940.0,29400.0,46.0,294.0,203.8775510204081,5.782312925170068,17.0,24.0
